"TERM : 1142","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2013-2014","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY
132","Dept. Total","298","3.584","51.7","12.4","13.4","1.7","4.7","",".","0.7","7.0","",".",".","",".","8.4","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","8","3.438","37.5","37.5","12.5",".","12.5","",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","33","3.495","54.5","18.2","12.1","3.0","12.1","",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","62","3.472","56.5","17.7","14.5","1.6","8.1","",".","1.6",".","",".",".","",".",".","",".",".",".","."
"Senior","","93","3.617","60.2","9.7","23.7","1.1","4.3","",".","1.1",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","196","3.538","57.1","14.8","18.4","1.5","7.1","",".","1.0",".","",".",".","",".",".","",".",".",".","."
"Special","","10","3.450","50.0","20.0","20.0","10.0",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","92","3.850","40.2","6.5","2.2","1.1",".","",".",".","22.8","",".",".","",".","27.2","",".",".",".","."
"","Dept. Total","298","3.584","51.7","12.4","13.4","1.7","4.7","",".","0.7","7.0","",".",".","",".","8.4","",".",".",".","."
