"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","325
002","22","3.705","63.6","13.6","22.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","325
003","21","3.238","23.8","38.1","19.0",".","19.0",".",".",".",".",".",".",".",".",".",".","."
"","325
004","22","3.591","59.1","13.6","18.2","4.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"","005
325","24","3.188","29.2","33.3","16.7","4.2","8.3","8.3",".",".",".",".",".",".",".",".",".","."
"Advanced Conversation","Course Total","113","3.406","39.8","24.8","23.0","2.7","7.1","1.8",".","0.9",".",".",".",".",".",".",".","."
"","001
326","21","3.595","61.9","23.8","4.8",".","4.8","4.8",".",".",".",".",".",".",".",".",".","."
"","326
002","19","3.421","42.1","31.6","5.3","10.5","10.5",".",".",".",".",".",".",".",".",".",".","."
"","326
003","22","3.523","50.0","22.7","18.2",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"Survey of Spanish American Lit","Course Total","62","3.516","51.6","25.8","9.7","3.2","8.1","1.6",".",".",".",".",".",".",".",".",".","."
"","327
001","24","3.771","70.8","12.5","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","327
002","28","3.839","85.7","7.1",".","3.6","3.6",".",".",".",".",".",".",".",".",".",".","."
"Intro to Spanish Linguistics","Course Total","52","3.808","78.8","9.6","7.7","1.9","1.9",".",".",".",".",".",".",".",".",".",".","."
"Spanish Applied Linguistics","331
001","19","3.211","21.1","21.1","42.1","10.5","5.3",".",".",".",".",".",".",".",".",".",".","."
"","001
361","24","3.250","25.0","29.2","33.3","4.2","4.2","4.2",".",".",".",".",".",".",".",".",".","."
"","002
361","24","3.457","29.2","37.5","25.0",".","4.2",".",".","4.2",".",".",".",".",".",".",".","."
"Spanish Civilization","Course Total","48","3.351","27.1","33.3","29.2","2.1","4.2","2.1",".","2.1",".",".",".",".",".",".",".","."
"Lit de la Edad Med Castellana","414
001","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Literatura del Siglo de Oro","417
001","23","3.870","73.9","26.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lit of 18th & 19th Century","451
001","23","3.804","65.2","30.4","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spanish Amer Short Story","461
001","20","3.200","35.0","20.0","25.0","10.0","5.0",".","5.0",".",".",".",".",".",".",".",".","."
"Spanish Amer Poetry & Essay","464
001","22","3.909","86.4","9.1","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","468
001","8","3.688","75.0","12.5",".",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","468
002","23","3.457","34.8","34.8","21.7","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"","468
004","24","3.313","37.5","20.8","33.3",".","4.2",".","4.2",".",".",".",".",".",".",".",".","."
"Topics in Hispanic Culture","Course Total","55","3.427","41.8","25.5","23.6","1.8","5.5",".","1.8",".",".",".",".",".",".",".",".","."
"Smr:Hispanic Lit/Cultr/Ling","470
001","14","3.071","35.7","7.1","35.7","7.1","7.1",".","7.1",".",".",".",".",".",".",".",".","."
"Surv-Span Am Lit:Disc-Modrn","501
001","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spanish Phonology","543
001","13","3.875","76.9","7.7","7.7",".",".",".",".",".",".",".",".",".",".","7.7",".","."
"College Teaching of Spanish","545
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Historia-Teoria Literaria","627
001","10","3.556","40.0","30.0","10.0","10.0",".",".",".",".",".",".",".",".","10.0",".",".","."
"","699
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
034","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","6","3.906","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Textual Criticism","701
001","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Spanish American Lit","802
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Lang Smr: Modern Spanish","815
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Romance Philology","817
001","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Medieval Literature","842
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Modern Spanish Lit","861
001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"January 28, 2014","","","","","","","","","","","","","","","","","","Page 309 of 403",""
