"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"LAW","","","","","","","","","","","","","","","","","","","","","",""
"LAW","College Total","1696","1.344","8.7","0.2","20.1",".","3.1","0.4","0.2","22.5","",".",".","",".","",".","0.1",".","0.2","0.6"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"LAW","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"Special","","41","1.864","24.4","4.9","9.8",".","4.9",".","2.4","17.1","",".",".","",".","",".",".",".",".","."
"Graduate","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","243","1.254","6.2",".","29.2",".","5.8",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","547","1.416","8.0",".","20.5",".","2.6","0.7",".","26.1","",".",".","",".","",".",".",".","0.2","1.1"
"Prof Yr 3","","717","1.297","8.5","0.1","17.6",".","2.9","0.4","0.1","27.8","",".",".","",".","",".","0.1",".",".","0.6"
"Prof Yr 4","","147","1.347","10.9",".","19.0",".","0.7",".","0.7","21.8","",".",".","",".","",".",".",".","1.4","."
"Professionals","","1654","1.328","8.2","0.1","20.4",".","3.0","0.4","0.1","22.6","",".",".","",".","",".","0.1",".","0.2","0.6"
"","College Total","1696","1.344","8.7","0.2","20.1",".","3.1","0.4","0.2","22.5","",".",".","",".","",".","0.1",".","0.2","0.6"
