"ZOOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","",""
"","101
001","222","2.529","12.6","7.7","30.2","9.0","26.1","10.4","4.1",".",".",".",".",".",".",".",".","."
"","002
101","142","2.613","16.2","5.6","35.2","7.7","19.7","10.6","4.2","0.7",".",".",".",".",".",".",".","."
"Animal Biology","Course Total","364","2.562","14.0","6.9","32.1","8.5","23.6","10.4","4.1","0.3",".",".",".",".",".",".",".","."
"","102
001","18","2.944","5.6","16.7","50.0","16.7","11.1",".",".",".",".",".",".",".",".",".",".","."
"","102
002","11","3.318",".","63.6","36.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
003","13","3.269","15.4","23.1","61.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
004","16","3.094","18.8","25.0","25.0","18.8","12.5",".",".",".",".",".",".",".",".",".",".","."
"","102
005","13","3.385","23.1","38.5","30.8","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","102
006","14","3.214","21.4","28.6","35.7",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"","102
007","13","3.192","7.7","38.5","38.5","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"","008
102","14","3.393","42.9","7.1","35.7","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","102
009","8","3.063",".","50.0","25.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".","."
"","102
010","11","3.500","45.5","27.3","18.2",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","011
102","7","2.917","14.3",".","42.9","14.3","14.3",".",".",".",".",".",".",".",".",".",".","14.3"
"","102
012","15","3.433","26.7","33.3","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
013","12","3.167",".","58.3","25.0","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","102
014","15","3.200","20.0","20.0","40.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"","102
015","11","2.955","9.1","54.5",".","27.3",".",".","9.1",".",".",".",".",".",".",".",".","."
"","102
016","9","3.278","11.1","44.4","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","102
017","16","3.063","25.0","6.3","43.8","6.3","18.8",".",".",".",".",".",".",".",".",".",".","."
"","102
018","20","3.474","35.0","30.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".","5.0"
"Animal Biology Laboratory","Course Total","236","3.224","19.1","30.1","33.9","10.2","5.5",".","0.4",".",".",".",".",".",".",".",".","0.8"
"","151
001","86","2.982","15.1","10.5","46.5","7.0","16.3","1.2",".",".",".",".",".",".","1.2",".",".","2.3"
"","002
151","75","3.149","17.3","18.7","48.0","5.3","9.3",".",".",".",".",".",".",".",".",".",".","1.3"
"","151
003","31","2.806","16.1","6.5","45.2","6.5","16.1","9.7",".",".",".",".",".",".",".",".",".","."
"Introductory Biology","Course Total","192","3.019","16.1","13.0","46.9","6.3","13.5","2.1",".",".",".",".",".",".","0.5",".",".","1.6"
"Introductory Biology","001
152","108","3.107","22.2","15.7","43.5","3.7","11.1","1.9","0.9",".",".",".",".",".","0.9",".",".","."
"","153
001","31","2.887","29.0","6.5","32.3","9.7","6.5","16.1",".",".",".",".",".",".",".",".",".","."
"","002
153","30","2.967","23.3","13.3","36.7",".","20.0","6.7",".",".",".",".",".",".",".",".",".","."
"","153
003","20","3.200","35.0","5.0","35.0","15.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"Introductory Biology","Course Total","81","2.994","28.4","8.6","34.6","7.4","12.3","8.6",".",".",".",".",".",".",".",".",".","."
"Heredity","160
001","7","3.333","42.9",".","28.6",".","14.3",".",".","14.3",".",".",".",".",".",".",".","."
"Directed Study","199
064","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Introductory Ecology","260
001","32","3.297","34.4","12.5","40.6","3.1","9.4",".",".",".",".",".",".",".",".",".",".","."
"","299
016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
018","28","4.000","96.4",".",".",".",".",".",".",".",".",".",".",".","3.6",".",".","."
"","299
019","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
022","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
043","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
055","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
064","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
065","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
066","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Studies in Zoology","Course Total","40","4.000","97.5",".",".",".",".",".",".",".",".",".",".",".","2.5",".",".","."
