"","699
006","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
008","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
018","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Project","Course Total","4","***","","","","","","","","","","","","","","","","","",""
"DANCE
741","Dept. Total","890","3.805","75.6","12.5","4.4","1.9","1.2","0.6","0.1","2.4","0.1",".","",".","",".","1.1",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","121","3.721","71.9","14.0","6.6","3.3","4.1",".",".",".",".",".","",".","",".",".",".",".","."
"Sophomore","","210","3.851","78.1","15.2","2.9","1.4","0.5",".",".","1.0",".",".","",".","",".","1.0",".",".","."
"Junior","","199","3.844","78.4","12.6","1.5","2.0","1.0","0.5",".","0.5","0.5",".","",".","",".","3.0",".",".","."
"Senior","","320","3.824","76.3","10.0","4.7","1.3","0.6","0.9",".","5.6",".",".","",".","",".","0.6",".",".","."
"Undergraduates","","850","3.819","76.6","12.5","3.8","1.8","1.2","0.5",".","2.5","0.1",".","",".","",".","1.2",".",".","."
"Special","","27","3.368","48.1","11.1","25.9","7.4","3.7",".","3.7",".",".",".","",".","",".",".",".",".","."
"Graduate","","13","3.700","69.2","15.4",".",".",".","7.7",".",".",".",".","",".","",".",".",".","7.7","."
"","Dept. Total","890","3.805","75.6","12.5","4.4","1.9","1.2","0.6","0.1","2.4","0.1",".","",".","",".","1.1",".","0.1","."
