"Modern Thai Lit: The Novel","616
001","3","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Advanced Readings in Hindi Lit","654
001","6","4.000","100.0",".",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".","."
"Advanced Readings in Sanskrit","675
001","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Advanced Readings in Tibetan","677
001","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"LCA LANG
522","Dept. Total","232","3.859","82.8","9.9","4.7","0.9","0.4","0.4","",".","0.9","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"522
LCA LANG","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","40","3.753","72.5","15.0","10.0",".","2.5",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","44","3.883","84.1","9.1","6.8",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","43","3.877","83.7","9.3","4.7","2.3",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","57","3.837","82.5","10.5","1.8","1.8",".","1.8","",".","1.8","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","184","3.839","81.0","10.9","5.4","1.1","0.5","0.5","",".","0.5","",".",".","",".","",".","",".",".",".","."
"Special","","5","4.000","80.0",".",".",".",".",".","",".","20.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","41","3.936","90.2","7.3","2.4",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","232","3.859","82.8","9.9","4.7","0.9","0.4","0.4","",".","0.9","",".",".","",".","",".","",".",".",".","."
