"PhD Thesis-Marketing","990
160","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
055","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
138","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Readng & Rsch-Marketing PhD","Course Total","2","***","","","","","","","","","","","","","","","","","","",""
"MARKETNG
237","Dept. Total","1531","3.361","28.7","33.0","27.6","7.4","2.2","0.5","0.2","0.2","",".",".","",".","0.1","",".",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"237
MARKETNG","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","95","3.011","3.2","30.5","43.2","17.9","3.2","1.1","1.1",".","",".",".","",".",".","",".",".",".","."
"Junior","","343","3.225","17.2","30.6","38.5","9.0","3.5","0.6","0.3","0.3","",".",".","",".",".","",".",".",".","."
"Senior","","619","3.367","27.5","33.8","27.6","8.2","2.1","0.5","0.2",".","",".",".","",".",".","",".",".","0.2","."
"Undergraduates","","1057","3.289","21.9","32.5","32.5","9.4","2.6","0.6","0.3","0.1","",".",".","",".",".","",".",".","0.1","."
"Special","","52","2.971","17.3","11.5","36.5","21.2","7.7","3.8",".","1.9","",".",".","",".",".","",".",".",".","."
"Graduate","","417","3.620","47.2","36.7","14.1","0.7","0.5",".",".","0.2","",".",".","",".","0.2","",".",".","0.2","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 3","","4","3.550","25.0","75.0",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","5","3.654","40.0","60.0",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","1531","3.361","28.7","33.0","27.6","7.4","2.2","0.5","0.2","0.2","",".",".","",".","0.1","",".",".","0.1","."
