"","990
029","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
030","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research or Thesis","Course Total","15","",".",".",".",".",".",".",".","60.0",".",".",".","40.0",".",".",".","."
"Independent Reading","999
028","1","***","","","","","","","","","",".",".",".",".",".",".","."
"COUN PSY
270","Dept. Total","1206","3.831","79.8","9.2","3.7","1.6","0.5","0.4","0.7","0.8",".","2.2",".","0.5","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","",""
"Freshmen","","512","3.820","80.9","11.1","3.7","1.8","0.8","1.0","0.4",".",".",".",".",".","0.4",".",".","."
"Sophomore","","202","3.862","86.6","6.4","4.0","1.5","0.5",".","1.0",".",".",".",".",".",".",".",".","."
"Junior","","153","3.822","83.0","10.5","3.3","2.6",".",".","0.7",".",".",".",".",".",".",".",".","."
"Senior","","165","3.773","81.2","10.9","4.2","1.2",".",".","1.8",".",".",".",".",".","0.6",".",".","."
"Undergraduates","","1032","3.816","82.4","10.1","3.8","1.7","0.5","0.5","0.8",".",".",".",".",".","0.3",".",".","."
"Special","","8","2.917","62.5",".","12.5",".","12.5",".","12.5",".",".",".",".",".",".",".",".","."
"Graduate","","166","3.918","63.9","4.2","3.0","0.6",".",".",".","6.0",".","16.9",".","3.6",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","1207","3.831","79.7","9.2","3.7","1.6","0.5","0.4","0.7","0.8",".","2.3",".","0.5","0.2",".",".","."
