"L&S","","","","","","","","","","","","","","","","","","","",""
"ZOOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","","",""
"ZOOLOGY
970","Dept. Total","2034","3.082","30.0","13.9","28.5","6.1","12.2","3.5","1.2","2.6","0.0","0.2","",".","0.8","0.4","0.1","0.0","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","99","2.473","8.1","14.1","30.3","9.1","22.2","12.1","4.0",".",".",".","",".",".",".",".",".","."
"Sophomore","","520","2.897","18.1","14.0","36.9","8.1","16.0","5.4","0.8",".","0.2",".","",".",".",".",".",".","0.6"
"Junior","","479","3.083","27.3","16.3","33.2","5.6","12.5","2.9","1.5",".",".",".","",".",".","0.4",".",".","0.2"
"Senior","","758","3.251","40.2","13.7","24.1","5.8","10.7","2.1","1.2",".",".","0.5","",".","0.3","0.9","0.1","0.1","0.1"
"Undergraduates","","1856","3.061","29.0","14.5","30.4","6.6","13.3","3.8","1.3",".","0.1","0.2","",".","0.1","0.5","0.1","0.1","0.3"
"Special","","35","3.194","31.4","14.3","20.0","8.6","8.6","2.9","2.9","11.4",".",".","",".",".",".",".",".","."
"Graduate","","139","3.786","43.9","5.8","5.8",".",".",".",".","33.1",".",".","",".","10.8",".","0.7",".","."
"Prof Yr 3","","3","3.000",".",".","33.3",".",".",".",".","66.7",".",".","",".",".",".",".",".","."
"Prof Yr 4","","1","3.500",".","100.0",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","4","3.250",".","25.0","25.0",".",".",".",".","50.0",".",".","",".",".",".",".",".","."
"","Dept. Total","2034","3.082","30.0","13.9","28.5","6.1","12.2","3.5","1.2","2.6","0.0","0.2","",".","0.8","0.4","0.1","0.0","0.2"
