"","990
116","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
119","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
120","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","72","",".",".",".",".",".",".",".","66.7",".",".",".","33.3",".",".",".","."
"GENETICS
412","Dept. Total","585","3.105","34.2","9.4","19.7","6.3","12.5","2.9","1.0","8.9",".",".",".","4.1","0.2",".","0.9","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","7","3.071","42.9",".","14.3","14.3","28.6",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","38","3.317","52.6","15.8","10.5","5.3","13.2","2.6",".",".",".",".",".",".",".",".",".","."
"Junior","","122","2.813","28.7","4.1","26.2","5.7","28.7","5.7",".","0.8",".",".",".",".",".",".",".","."
"Senior","","248","3.076","38.7","9.7","24.6","8.5","11.7","3.2","2.4",".",".",".",".",".","0.4",".","0.8","."
"Undergraduates","","415","3.019","37.1","8.4","23.6","7.5","17.1","3.9","1.4","0.2",".",".",".",".","0.2",".","0.5","."
"Special","","39","3.671","48.7","23.1","20.5",".",".",".",".","2.6",".",".",".",".",".",".","5.1","."
"Graduate","","129","3.461","20.2","8.5","7.0","4.7","1.6",".",".","38.8",".",".",".","18.6",".",".","0.8","."
"Prof Yr 3","","2","2.500","50.0",".",".",".",".","50.0",".",".",".",".",".",".",".",".",".","."
"Professionals","","2","2.500","50.0",".",".",".",".","50.0",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","585","3.105","34.2","9.4","19.7","6.3","12.5","2.9","1.0","8.9",".",".",".","4.1","0.2",".","0.9","."
