"BUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INFORMATION SYSTEMS","Section","#","","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Contemporary Topics","365
001","","19","3.974","94.7","5.3","",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Tech:Computer-Based Bus Sys","371
001","","7","3.714","71.4","14.3","",".","14.3","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Computer-Based Data Mgt","422
002","","13","3.615","38.5","53.8","",".","7.7","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Contemporary Topics","765
001","","15","3.967","93.3","6.7","",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"INFO SYS
234","Dept. Total","","54","3.852","77.8","18.5","",".","3.7","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","15","3.733","73.3","13.3","",".","13.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","19","3.816","63.2","36.8","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","34","3.779","67.6","26.5","",".","5.9","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","4","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","16","3.969","93.8","6.3","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","54","3.852","77.8","18.5","",".","3.7","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
