"","699
010","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
022","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
029","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Directed Study-Afro-Am Stdy","Course Total","4","***","","","","","","","","","","","","","","","","","","",""
"AFROAMER
106","Dept. Total","774","3.393","36.7","29.6","20.5","4.8","4.0","1.2","1.2","0.3","",".",".","",".","",".","1.2","0.3","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"106
AFROAMER","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","61","3.454","47.5","24.6","14.8","6.6","3.3","1.6",".",".","",".",".","",".","",".","1.6",".",".","."
"Sophomore","","203","3.249","32.0","23.2","27.1","4.9","5.4","2.5","2.0",".","",".",".","",".","",".","1.0","1.0","1.0","."
"Junior","","164","3.246","28.0","26.2","28.7","6.1","5.5","1.2","1.8",".","",".",".","",".","",".","2.4",".",".","."
"Senior","","330","3.523","40.6","36.7","14.5","3.6","2.7","0.3","0.6","0.3","",".",".","",".","",".","0.6",".",".","."
"Undergraduates","","758","3.384","36.1","29.8","21.0","4.7","4.1","1.2","1.2","0.1","",".",".","",".","",".","1.2","0.3","0.3","."
"Special","","4","3.000",".","25.0",".","25.0",".",".",".","25.0","",".",".","",".","",".",".",".","25.0","."
"Graduate","","12","3.923","83.3","16.7",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","774","3.393","36.7","29.6","20.5","4.8","4.0","1.2","1.2","0.3","",".",".","",".","",".","1.2","0.3","0.4","."
