"L&S","","","","","","","","","","","","","","","","","","",""
"ATMOSPHERIC & OCEANIC SCIE Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","",""
"ATM OCN
Dept. Total
640","526","2.963","19.8","16.9","17.5","15.0","10.6","4.8","1.3","7.0","0.6","0.8","",".","4.9","0.2","0.4","0.2","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","",""
"Freshmen","53","2.942","18.9","22.6","24.5","15.1","11.3","3.8","3.8",".",".",".","",".",".",".",".",".","."
"Sophomore","102","2.863","16.7","21.6","17.6","22.5","12.7","7.8","1.0",".",".",".","",".",".",".",".",".","."
"Junior","109","2.700","10.1","11.9","27.5","22.9","15.6","5.5","2.8","0.9",".","2.8","",".",".",".",".",".","."
"Senior","136","2.970","22.8","14.7","16.9","14.7","14.0","5.1","0.7","2.2",".","0.7","",".","6.6",".","0.7","0.7","."
"Undergraduates","400","2.864","17.3","16.8","21.0","19.0","13.8","5.8","1.8","1.0",".","1.0","",".","2.3",".","0.3","0.3","."
"Special","3","3.250","33.3",".",".","33.3",".",".",".","33.3",".",".","",".",".",".",".",".","."
"Graduate","122","3.563","27.9","18.0","5.7","1.6","0.8","1.6",".","26.2","2.5",".","",".","13.9","0.8","0.8",".","."
"Prof Yr 2","1","3.000",".",".","100.0",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","1","3.000",".",".","100.0",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Dept. Total","526","2.963","19.8","16.9","17.5","15.0","10.6","4.8","1.3","7.0","0.6","0.8","",".","4.9","0.2","0.4","0.2","."
