"","990
029","","1","***","","","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
038","","1","***","","","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
042","","1","***","","","","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","","17","",".",".",".",".","",".","",".","",".","58.8",".",".",".","41.2","",".",".",".","."
"PHMCOL-M
724","Dept. Total","","75","3.797","61.3","10.7","5.3",".","",".","",".","",".","13.3",".",".",".","9.3","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","",""
"724
PHMCOL-M","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","3","3.813","66.7","33.3",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Senior","","","8","3.813","75.0","12.5","12.5",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Undergraduates","","","11","3.813","72.7","18.2","9.1",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Graduate","","","62","3.775","58.1","9.7","4.8",".","",".","",".","",".","16.1",".",".",".","11.3","",".",".",".","."
"Prof Yr 4","","","2","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Professionals","","","2","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"","Dept. Total","","75","3.797","61.3","10.7","5.3",".","",".","",".","",".","13.3",".",".",".","9.3","",".",".",".","."
