"CHEMICAL & BIOLOGICAL ENGR Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","","",""
"1
Cooperative Education Prog","001","","25","3.880","96.0",".",".",".",".","4.0",".",".",".",".",".",".",".",".",".","."
"250
Process Synthesis","002","","52","3.202","40.4","11.5","28.8","5.8","7.7","1.9","3.8",".",".",".",".",".",".",".",".","."
"255
Intro to Chem Process Modeling","001","","52","3.010","19.2","23.1","21.2","17.3","15.4",".","1.9",".",".",".",".",".","1.9",".",".","."
"310
Chem Process Thermodynamics","001","","46","3.011","19.6","21.7","23.9","15.2","17.4","2.2",".",".",".",".",".",".",".",".",".","."
"311
Thermodynamics of Mixtures","001","","48","2.958","12.5","18.8","35.4","14.6","18.8",".",".",".",".",".",".",".",".",".",".","."
"320","001","","71","3.136","28.2","12.7","36.6","2.8","16.9","1.4",".",".",".",".",".",".","1.4",".",".","."
"320","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro Transport Phenomena","Course Total","","72","3.141","27.8","13.9","36.1","2.8","16.7","1.4",".",".",".",".",".",".","1.4",".",".","."
"324","001","","11","3.091","18.2","9.1","45.5","27.3",".",".",".",".",".",".",".",".",".",".",".","."
"324","002","","11","3.318","27.3","36.4","9.1","27.3",".",".",".",".",".",".",".",".",".",".",".","."
"324","003","","14","3.250","14.3","35.7","35.7","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"324","004","","9","3.167","11.1","33.3","33.3","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"Transport Phenomena Lab","Course Total","","45","3.211","17.8","28.9","31.1","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"326
Momentum&Heat Transfer Oper","001","","40","2.750","25.0","2.5","25.0","17.5","17.5","12.5",".",".",".",".",".",".",".",".",".","."
"426
Mass Transfer Operations","001","","57","2.868","7.0","24.6","40.4","5.3","17.5","3.5","1.8",".",".",".",".",".",".",".",".","."
"430
Chem Kinetcs & Reactor Dsgn","001","","57","2.877","14.0","22.8","24.6","22.8","8.8","3.5","3.5",".",".",".",".",".",".",".",".","."
"450
Process Design","001","","41","2.951","17.1","17.1","29.3","22.0","12.2",".","2.4",".",".",".",".",".",".",".",".","."
"470
Process Dynamics & Control","001","","33","3.379","24.2","33.3","36.4","6.1",".",".",".",".",".",".",".",".",".",".",".","."
"489","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors in Research","Course Total","","2","***","","","","","","","","","","","","","","","",""
"510
Intro to Tissue Engineering","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"517
Biology in Engineering Seminar","001","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"540
Polymer Sci & Technology","001","","53","3.104","22.6","11.3","45.3","9.4","9.4","1.9",".",".",".",".",".",".",".",".",".","."
"555
Seminar-Chem Engr Connections","001","","17","4.000","94.1",".",".",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"560
Biochemical Engineering","001","","7","3.500","42.9","28.6","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"562","002","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"562","005","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"562","006","","17","3.882","76.5","23.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spec Topics in ChE","Course Total","","34","3.912","88.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"567
Solar Energy Technology","001","","13","2.750","7.7","15.4","23.1","30.8","7.7","7.7",".","7.7",".",".",".",".",".",".",".","."
"599","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"599","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"599","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"599","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"599","012","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"599","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"599","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"599","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"599","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"599","020","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"599","021","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"599","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"January 28, 2014","","","","","","","","","","","","","","","","","","","Page 108 of 403",""
