"HISTORY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"Amer Hist to Civil War Era","101","001","150","3.372","27.3","33.3","22.0","7.3","2.7","1.3",".","6.0",".",".",".",".",".",".",".","."
"Intro-E Asian History:China","103","001","66","3.438","43.9","27.3","15.2","3.0","3.0","3.0","1.5",".",".",".",".",".",".",".","3.0","."
"Intro-E Asian History:Japan","104","001","62","3.081","32.3","11.3","38.7","4.8","3.2","4.8","4.8",".",".",".",".",".",".",".",".","."
"Intro-History of Africa","105","001","68","3.311","8.8","44.1","36.8","4.4",".",".",".","4.4",".",".",".",".",".","1.5",".","."
"Intro to US History","109","001","112","3.208","12.5","38.4","33.0","4.5","3.6","1.8","0.9","4.5",".",".",".",".",".",".","0.9","."
"The Ancient Mediterranean","110","001","50","3.606","56.0","16.0","14.0","6.0",".","2.0",".","6.0",".",".",".",".",".",".",".","."
"Modern Europe 1500-1815","119","001","99","3.426","43.4","27.3","10.1","6.1","6.1","2.0","1.0","4.0",".",".",".",".",".",".",".","."
"Europe&Mod World 1815-On","120","001","149","3.000","10.1","24.2","30.9","24.2","10.1",".",".","0.7",".",".",".",".",".",".",".","."
"English History to 1688","123","001","70","3.206","8.6","34.3","40.0","8.6","2.9",".",".","5.7",".",".",".",".",".",".",".","."
"Green Screen","125","001","16","3.077","12.5","18.8","25.0","18.8","6.3",".",".",".",".",".",".",".",".",".","18.8","."
"History-S Asia to Present","142","002","26","3.346","38.5","15.4","34.6",".","11.5",".",".",".",".",".",".",".",".",".",".","."
"Asian Am Hist:Movmnt&Dislocatn","160","001","151","3.587","43.0","39.7","10.6","3.3","1.3",".","0.7",".",".",".",".",".",".",".","1.3","."
"","200","001","18","3.765","61.1","22.2","11.1",".",".",".",".",".",".",".",".",".","5.6",".",".","."
"","200","002","14","3.538","35.7","28.6","28.6",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"","200","005","10","4.000","80.0",".",".",".",".",".",".","20.0",".",".",".",".",".",".",".","."
"","200","006","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","200","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Historical Studies","","Course Total","47","3.640","53.2","21.3","12.8","2.1",".","2.1",".","6.4",".",".",".",".","2.1",".",".","."
"","201","002","39","3.125","10.3","28.2","33.3","15.4","5.1",".",".",".",".",".",".",".","7.7",".",".","."
"","201","003","23","3.043","30.4","26.1","13.0","8.7","13.0","4.3","4.3",".",".",".",".",".",".",".",".","."
"","201","004","34","3.441","20.6","50.0","26.5","2.9",".",".",".",".",".",".",".",".",".",".",".","."
"","201","005","14","3.500","28.6","42.9","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Historian's Craft","","Course Total","110","3.257","20.0","36.4","26.4","8.2","4.5","0.9","0.9",".",".",".",".",".","2.7",".",".","."
"Islam Wrld:MidEast,500-1500","205","001","44","3.257","13.6","29.5","27.3","2.3","6.8",".",".","20.5",".",".",".",".",".",".",".","."
"The American Jewish Experience","219","001","84","3.211","14.3","38.1","34.5","8.3","1.2",".","2.4","1.2",".",".",".",".",".",".",".","."
"Intro to Modern Jewish Hist","220","001","8","2.938","12.5","37.5","12.5","25.0",".","12.5",".",".",".",".",".",".",".",".",".","."
"","223","002","28","3.250","10.7","57.1","7.1","10.7","3.6","3.6",".","7.1",".",".",".",".",".",".",".","."
"","223","003","12","3.333","8.3","58.3","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","223","004","10","3.400","20.0","60.0",".","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"","223","005","24","3.543","12.5","79.2","4.2",".",".",".",".",".",".",".",".",".","4.2",".",".","."
"Exploration-European Hist (H)","","Course Total","74","3.380","12.2","64.9","8.1","8.1","1.4","1.4",".","2.7",".",".",".",".","1.4",".",".","."
"Exploration-3rd World Hist (H)","225","001","13","4.000","92.3",".",".",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"Mod Latin Am, 1898 to Present","242","002","39","3.579","51.3","23.1","15.4","2.6","5.1",".",".","2.6",".",".",".",".",".",".",".","."
"SE Asia:Vietnam to Philipns","244","001","13","3.385","46.2",".","38.5","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"Chicana and Latina History","245","001","20","3.775","85.0","5.0",".",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"Civs of India-Modern Period","252","001","16","3.313","25.0","37.5","18.8","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"Africa: Introductory Survey","277","001","46","3.341","15.2","32.6","39.1","2.2",".",".",".","10.9",".",".",".",".",".",".",".","."
"","283","001","9","3.778","55.6","44.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","283","002","18","3.861","72.2","27.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","283","003","15","3.633","40.0","46.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermed Hon Smr-Study Hist(H)","","Course Total","42","3.762","57.1","38.1","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Crusades: Christianity & Islam","309","001","72","3.324","18.1","33.3","23.6","6.9",".",".","1.4",".",".",".",".",".","1.4","15.3",".","."
