"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","","B","","BC","C","","D","","F","","S","","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","","","","","","","",""
"PhD Thesis-Accounting","Course Total","3","***","","","","","","","","","","","","","","","","","","","","","",""
"999","014","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","069","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","075","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","077","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","085","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","122","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Readng & Rsch-Accountng PhD","Course Total","8","4.000","100.0","",".","",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
