"ENGR PROFESSIONAL DEVELO Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"348
E P D","","","","","","","","","","","","","","","","","","",""
"Technical Info Resources","151
001","17","3.618","76.5","11.8",".","5.9",".",".","5.9",".",".",".",".",".",".",".",".","."
"","155
001","20","3.275","20.0","25.0","50.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","155
002","20","3.500","25.0","50.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","155
003","20","3.100","10.0","60.0","20.0",".",".",".","10.0",".",".",".",".",".",".",".",".","."
"","155
004","20","3.150","10.0","40.0","25.0","20.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","155
005","20","3.368","20.0","50.0","20.0",".",".","5.0",".",".",".",".",".",".",".",".",".","5.0"
"","155
006","20","3.600","50.0","20.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","007
155","18","3.167","22.2","22.2","50.0",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"","155
008","20","3.475","25.0","45.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","155
009","20","3.375","25.0","30.0","40.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","155
010","20","3.275","15.0","35.0","45.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","011
155","19","3.132","5.3","26.3","57.9","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"","155
012","20","3.525","30.0","45.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","155
013","20","3.450","20.0","50.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Basic Communication","Course Total","257","3.340","21.4","38.5","34.2","2.7","1.2","0.4","1.2",".",".",".",".",".",".",".",".","0.4"
"","275
001","15","3.700","40.0","60.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
275","14","3.679","64.3","14.3","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","003
275","19","3.395","26.3","26.3","47.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
275","16","3.719","56.3","31.3","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","275
005","18","3.722","50.0","44.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
275","19","3.816","63.2","36.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","007
275","17","3.765","52.9","47.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Technical Presentations","Course Total","118","3.682","50.0","37.3","11.9","0.8",".",".",".",".",".",".",".",".",".",".",".","."
"Basic Technical Japanese I","330
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","374
001","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","374
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Intermed Tech Japanese I","Course Total","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Elems: Comp-Assist Publishg","395
001","10","3.700","40.0","60.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","397
001","19","3.353","10.5","47.4","26.3","5.3",".",".",".",".",".",".",".",".",".",".","10.5","."
"","002
397","16","3.333","25.0","37.5","25.0",".",".","6.3",".",".",".",".",".",".","6.3",".",".","."
"","397
003","20","3.250","15.0","25.0","45.0",".","5.0",".",".",".",".",".",".",".",".",".","10.0","."
"","397
004","16","3.563","43.8","31.3","18.8","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","397
005","21","3.238","19.0","23.8","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","397
006","20","3.375","25.0","45.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"","397
007","21","3.357","23.8","38.1","28.6","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"","397
008","20","3.275","10.0","45.0","35.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","397
009","23","3.196","8.7","39.1","34.8","17.4",".",".",".",".",".",".",".",".",".",".",".","."
"","397
010","20","3.250","15.0","50.0","20.0","10.0",".","5.0",".",".",".",".",".",".",".",".",".","."
"","397
011","17","3.294","23.5","11.8","64.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","397
012","23","3.304","13.0","39.1","43.5","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","397
013","23","3.630","39.1","47.8","13.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","014
397","17","3.441","35.3","41.2","5.9","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"","397
015","19","3.632","36.8","52.6","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","397
016","20","3.275","15.0","40.0","30.0","15.0",".",".",".",".",".",".",".",".",".",".",".","."
"Technical Communication","Course Total","315","3.358","21.9","38.7","28.6","7.6","1.0","0.6",".",".",".",".",".",".","0.3",".","1.3","."
