"","991
062","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","991
063","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","991
064","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research Nutrition","Course Total","23","",".",".",".",".",".",".",".","73.9",".",".",".","26.1",".",".",".","."
"NUTR SCI
694","Dept. Total","1915","3.291","30.7","25.9","22.0","7.6","6.1","1.3","0.4","1.1",".","3.8",".","0.4","0.6","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","491","3.281","26.5","30.8","25.7","8.4","6.9","1.0","0.2",".",".",".",".",".","0.4","0.2",".","."
"Sophomore","","433","3.262","22.9","31.2","24.7","8.3","6.2","0.5","0.7",".",".","5.5",".",".",".",".",".","."
"Junior","","432","3.284","30.1","21.1","25.5","8.1","5.8","1.6","0.2",".",".","6.9",".",".","0.7",".",".","."
"Senior","","485","3.318","39.6","23.7","15.1","6.6","6.4","2.3","0.6","0.6",".","3.7",".","0.2","1.2",".",".","."
"Undergraduates","","1841","3.286","29.9","26.7","22.6","7.8","6.4","1.4","0.4","0.2",".","3.9",".","0.1","0.6","0.1",".","."
"Special","","8","3.156","25.0",".","37.5","12.5",".",".",".","25.0",".",".",".",".",".",".",".","."
"Graduate","","61","3.862","54.1","6.6",".","1.6",".",".",".","27.9",".",".",".","9.8",".",".",".","."
"Prof Yr 1","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","2","3.250","50.0",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","5","3.182","40.0",".","60.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","1915","3.291","30.7","25.9","22.0","7.6","6.1","1.3","0.4","1.1",".","3.8",".","0.4","0.6","0.1",".","."
