"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","201
010","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
011","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Composition","Course Total","150","3.513","46.0","29.3","14.0","6.0","2.0","1.3","0.7",".",".",".",".",".",".","0.7",".","."
"","001
203","15","3.533","53.3","20.0","13.3","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","203
002","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
003","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
004","18","3.639","27.8","72.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
203","16","3.750","56.3","37.5","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
006","15","3.633","60.0","33.3",".",".",".","6.7",".",".",".",".",".",".",".",".",".","."
"Creatv Writng:Beg Fict&Poet","Course Total","97","3.758","64.9","28.9","3.1","1.0","1.0","1.0",".",".",".",".",".",".",".",".",".","."
"British Literature Before 1750","215
001","127","3.124","23.6","32.3","15.0","9.4","14.2","3.1","0.8","0.8",".",".",".",".","0.8",".",".","."
"British&Anglo Lit 1750-Present","216
001","106","3.271","33.0","26.4","19.8","6.6","11.3","0.9","0.9",".",".",".",".",".","0.9",".",".","."
"American Literature","217
001","143","3.148","19.6","24.5","37.8","10.5","4.2","0.7","2.1",".",".",".",".",".","0.7",".",".","."
"Shakespearean Drama","219
001","58","3.491","37.9","34.5","10.3","12.1","1.7",".",".",".",".",".",".",".",".",".","3.4","."
"V Nabokov: Russ&Amer Writng","223
001","37","3.167","29.7","35.1","13.5","8.1","2.7",".","8.1","2.7",".",".",".",".",".",".",".","."
"","236
003","15","3.500","33.3","40.0","20.0","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","236
004","19","3.184","15.8","47.4","21.1","10.5",".",".","5.3",".",".",".",".",".",".",".",".","."
"Bascom Course","Course Total","34","3.324","23.5","44.1","20.6","8.8",".",".","2.9",".",".",".",".",".",".",".",".","."
"","248
001","15","3.600","40.0","46.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","248
002","18","3.583","50.0","22.2","22.2","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Women in Ethnic Amer Lit","Course Total","33","3.591","45.5","33.3","15.2","6.1",".",".",".",".",".",".",".",".",".",".",".","."
"","001
300","15","3.333","33.3","40.0","13.3",".","6.7","6.7",".",".",".",".",".",".",".",".",".","."
"","300
002","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
003","16","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creatv Wrtng:Fic&PoetWkshp","Course Total","47","3.766","74.5","17.0","4.3",".","2.1","2.1",".",".",".",".",".",".",".",".",".","."
"","301
001","15","3.700","66.7","13.3","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","002
301","14","3.250","14.3","50.0","14.3","14.3","7.1",".",".",".",".",".",".",".",".",".",".","."
"","301
003","13","3.500","30.8","46.2","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","004
301","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
005","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Fiction Wrkshp","Course Total","69","3.659","56.5","27.5","8.7","5.8","1.4",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Poetry Workshp","302
001","15","3.633","40.0","46.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Poetry Workshop","305
001","17","3.750","58.8","23.5","11.8",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"","307
001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
002","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Workshop","Course Total","25","3.960","92.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Composition-English Tchrs","309
001","16","3.750","68.8","12.5","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","316
001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","316
002","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Writng Across Curriculm","Course Total","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","324
001","24","3.417","62.5","4.2","12.5","12.5","4.2",".","4.2",".",".",".",".",".",".",".",".","."
"","324
002","27","3.778","77.8","11.1","3.7","3.7","3.7",".",".",".",".",".",".",".",".",".",".","."
"Structure of English","Course Total","51","3.608","70.6","7.8","7.8","7.8","3.9",".","2.0",".",".",".",".",".",".",".",".","."
