"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"Senior Design Project","Course Total","","11","4.000","54.5",".",".",".",".",".",".",".",".",".",".",".","45.5",".",".","."
"512","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"512","003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Power Electronics Lab","Course Total","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"525
Introduction to Plasmas","001","","6","3.083","16.7","16.7","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"528
Plasma Processng & Technlgy","001","","10","3.250","20.0","20.0","50.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"533
Image Processing","001","","37","3.446","32.4","37.8","24.3","2.7",".","2.7",".",".",".",".",".",".",".",".",".","."
"536
Integrated Optics&Optoelect","001","","14","3.571","42.9","35.7","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"539
Intro-Artificl Neural Ntwrk","001","","25","3.136","20.0","24.0","24.0","16.0",".",".","4.0",".",".",".",".",".","12.0",".",".","."
"541
Analg MOS Integrtd Cir Dsgn","001","","18","3.367","27.8","38.9","11.1",".",".",".","5.6",".",".",".",".",".",".",".","16.7","."
"548
Integrated Circuit Design","001","","22","3.068","18.2","36.4","13.6","13.6","13.6","4.5",".",".",".",".",".",".",".",".",".","."
"551
Digital Sys Design & Synthesis","001","","85","3.200","28.2","16.5","31.8","14.1","9.4",".",".",".",".",".",".",".",".",".",".","."
"552
Intro-Computer Architecture","001","","74","3.128","12.2","23.0","47.3","13.5","4.1",".",".",".",".",".",".",".",".",".",".","."
"553
Testing Desgn - Digital Sys","001","","25","3.480","44.0","20.0","28.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".","."
"554
Digital Engineering Lab","001","","16","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"555
Digital Circuits&Components","001","","61","3.328","29.5","24.6","31.1","11.5","3.3",".",".",".",".",".",".",".",".",".",".","."
"601
Topics-Elec&Computer Engr","001","","20","3.531","30.0","25.0","25.0",".",".",".",".","20.0",".",".",".",".",".",".",".","."
"699","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","054","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","063","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","077","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","080","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","092","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","093","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","163","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","33","3.964","75.8","3.0","3.0",".",".",".",".","9.1",".",".",".",".","9.1",".",".","."
"702
Grad Cooperative Educ Program","001","","12","",".",".",".",".",".",".",".",".",".","83.3",".",".",".",".",".","."
"707
Mobile and Wireless Networking","001","","6","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"712","001","","25","3.792","60.0","32.0","4.0",".",".",".",".",".",".",".",".",".","4.0",".",".","."
"712","003","","12","3.917","91.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Solid State Power Conversn","Course Total","","37","3.833","70.3","21.6","5.4",".",".",".",".",".",".",".",".",".","2.7",".",".","."
"717
Linear Systems","001","","10","3.250","10.0","50.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"725
Plasma Kinetic&Radiatn Proc","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"729
Thry-Info Proc&Transmission","001","","18","3.333","27.8","38.9","16.7","5.6","11.1",".",".",".",".",".",".",".",".",".",".","."
"January 28, 2014","","","","","","","","","","","","","","","","","","","Page 117 of 403",""
