"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"675","007","","35","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","008","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"675","010","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"General Seminar","Course Total","","104","3.978","96.2","1.9","1.0",".",".",".",".",".",".",".",".",".",".",".","1.0","."
"676
Bilingualism&Biliteracy-Schls","001","","10","3.895","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"690
Independent Field Work","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692
School Practicum in Com Dis","001","","14","3.929","92.9",".","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","070","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","075","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","177","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","23","4.000","95.7",".",".",".",".",".",".","4.3",".",".",".",".",".",".",".","."
"718
Introd to Narrative Inquiry","001","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"719
Intro to Qualitative Research","001","","19","3.842","68.4","31.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"744
Perspectvs-Multicultrl Educ","001","","20","4.000","95.0",".",".",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"746
Adult Learner:Implictn for C&I","001","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"760
Sex/Gender-Related Iss in C&I","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"764
Ling Human Rights in Education","001","","19","4.000","94.7",".",".",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"788
Qual Rsch Mthds-Educ: Field I","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"942
Smr-Rsch on Math Education","001","","12","3.792","58.3","41.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"951
Seminar in Art Education","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"960
Seminar-Science Education","001","","11","3.940","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"975","001","","16","3.567","37.5","37.5","12.5","6.3",".",".",".",".",".",".",".",".","6.3",".",".","."
"975","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"975","003","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"975","004","","11","3.900","81.8",".","9.1",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"975","005","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"General Seminar","Course Total","","54","3.856","77.8","11.1","5.6","1.9",".",".",".",".",".",".",".",".","3.7",".",".","."
"990","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","","7","",".",".",".",".",".",".",".","85.7",".",".",".","14.3",".",".",".","."
"990","007","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","008","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"January 28, 2014","","","","","","","","","","","","","","","","","","","","Page 85 of 403"
