"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"EAST ASIAN AREA STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","",""
"Intro to East Asian Civ","222","001","55","3.145","16.4","20.0","52.7","5.5","3.6",".","1.8",".",".",".",".",".",".",".",".","."
"Humanities Topics in EAS","300","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","301","001","29","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301","002","18","3.206","27.8","27.8","22.2",".","11.1","5.6",".","5.6",".",".",".",".",".",".",".","."
"Social Studies Topics in EAS","","Course Total","47","3.707","72.3","10.6","8.5",".","4.3","2.1",".","2.1",".",".",".",".",".",".",".","."
"Senior Honors Thesis","681","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","692","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","699","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"E A STDS
298","","Dept. Total","108","3.427","44.4","14.8","30.6","2.8","3.7","0.9","0.9","0.9",".",".",".","0.9",".",".",".","."
