"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","","",""
"KINESIOLOGY","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"742
KINES","","","","","","","","","","","","","","","","","","","","",""
"","116","001","","23","3.783","65.2","30.4",".","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","116","002","","24","3.792","75.0","12.5","8.3","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"First Aid & Basic Life Support","","Course Total","","47","3.787","70.2","21.3","4.3","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Kinesiology","119","001","","93","3.720","68.8","14.0","10.8","5.4","1.1",".",".",".",".",".",".",".",".",".",".","."
"Gymnastics for Teaching","126","001","","6","3.583","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Athletic Training","127","001","","46","3.391","32.6","32.6","19.6","10.9","4.3",".",".",".",".",".",".",".",".",".",".","."
"","300","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300","002","","34","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300","003","","10","3.889","80.0",".","10.0",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"","300","004","","11","3.909","90.9",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Practicum in Kinesiology","","Course Total","","64","3.965","95.3",".","3.1",".",".",".",".",".",".",".",".",".","1.6",".",".","."
"Adv Tech-Athletic Training","301","001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Physiology of Exercise","314","001","","58","3.569","43.1","37.9","15.5",".","1.7","1.7",".",".",".",".",".",".",".",".",".","."
"Adapted Physical Activity","316","001","","20","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Recog&Eval-Athletc Injuries","317","001","","18","3.722","50.0","44.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Biomechanics of Human Movement","318","001","","62","3.016","17.7","14.5","35.5","21.0","9.7","1.6",".",".",".",".",".",".",".",".",".","."
"","323","001","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","323","002","","23","3.957","95.7",".","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Ed-Elem School Children","","Course Total","","46","3.978","97.8",".","2.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Research in Kinesiology","330","001","","64","3.477","32.8","39.1","23.4","3.1",".","1.6",".",".",".",".",".",".",".",".",".","."
"Specialized Tchg Experience","332","002","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Methods of Teachng Elem Phy Ed","335","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Exercise Psychology","350","001","","57","3.553","40.4","33.3","24.6",".","1.8",".",".",".",".",".",".",".",".",".",".","."
"Soc-Cult of Phys Act","355","001","","20","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Therapeutic Strategies II","358","001","","18","3.806","66.7","27.8","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Motor Learning&Performance","361","001","","62","3.347","43.5","21.0","16.1","6.5","9.7","3.2",".",".",".",".",".",".",".",".",".","."
"Assessmnt&Progrmg Adaptd PE","364","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching of Physical Educ","378","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","009","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","","Course Total","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Clinical Assessment in AT","417","001","","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Field-Athletic Training","450","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","499","001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","499","002","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
