"","999
077","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
082","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
085","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","12","4.000","91.7",".",".",".",".",".",".",".","",".",".","",".",".",".",".","8.3","."
"PHM SCI
718","Dept. Total","1274","3.407","38.8","23.5","21.4","5.7","3.1","0.6","0.4","2.4","",".","3.5","",".","0.4","0.1",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"718
PHM SCI","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","4","2.333","25.0",".","25.0",".",".",".","25.0",".","",".",".","",".",".","25.0",".",".","."
"Junior","","120","3.506","54.2","16.7","16.7","7.5","4.2",".","0.8",".","",".",".","",".",".",".",".",".","."
"Senior","","166","3.405","43.4","21.1","22.9","4.2","6.0","1.2","0.6","0.6","",".",".","",".",".",".",".",".","."
"Undergraduates","","290","3.435","47.6","19.0","20.3","5.5","5.2","0.7","1.0","0.3","",".",".","",".",".","0.3",".",".","."
"Special","","5","3.375","20.0","40.0",".","20.0",".",".",".","20.0","",".",".","",".",".",".",".",".","."
"Graduate","","144","3.841","34.7","9.7",".",".",".",".",".","20.1","",".","31.3","",".","3.5",".",".","0.7","."
"Prof Yr 1","","277","3.308","26.4","38.3","19.1","9.0","5.4","1.1","0.7",".","",".",".","",".",".",".",".",".","."
"Prof Yr 2","","412","3.352","37.1","19.2","34.0","7.0","1.9","0.7",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","145","3.664","54.5","30.3","13.1","1.4","0.7",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 4","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","835","3.379","36.5","27.4","25.5","6.7","2.9","0.7","0.2",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","1274","3.407","38.8","23.5","21.4","5.7","3.1","0.6","0.4","2.4","",".","3.5","",".","0.4","0.1",".","0.1","."
