"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MEDIEVAL STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","",""
"The World of Sagas","235","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Crusades: Christianity & Islam","309","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"In Transl:Scand Tale&Ballad","345","001","9","3.611","22.2","77.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Figures of Medieval Eng Lit","361","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Old Norse","407","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"MEDIEVAL
633","","Dept. Total","15","3.445","33.3","53.3","6.7",".",".",".","6.7",".",".",".",".",".",".",".",".","."
