"","999
065","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
079","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
080","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Reading and Research","Course Total","9","4.000","66.7",".",".",".",".",".",".",".",".",".","",".",".","33.3",".",".","."
"ANTHRO
156","Dept. Total","2176","3.119","23.3","22.2","29.1","7.7","12.2","1.5","1.2","1.7","0.0",".","",".","0.3","0.3","0.1","0.2","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"156
ANTHRO","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","583","2.976","13.4","21.4","35.3","9.1","19.2","1.2","0.2",".",".",".","",".",".",".",".",".","0.2"
"Sophomore","","648","3.065","16.2","25.0","36.1","7.6","12.0","2.2","0.8",".",".",".","",".",".",".",".",".","0.2"
"Junior","","417","3.136","27.8","23.0","25.2","8.6","11.3","1.4","2.4",".",".",".","",".",".",".",".",".","0.2"
"Senior","","375","3.247","36.0","21.3","22.4","7.2","7.5","1.6","2.4",".","0.3",".","",".","0.8","0.3",".","0.3","."
"Undergraduates","","2023","3.087","21.5","22.9","31.1","8.2","13.1","1.6","1.2",".","0.0",".","",".","0.1","0.0",".","0.0","0.1"
"Special","","31","3.043","12.9","19.4","3.2","6.5",".",".","6.5","32.3",".",".","",".",".",".","9.7","9.7","."
"Graduate","","122","3.874","56.6","10.7","3.3",".",".",".",".","22.1",".",".","",".","3.3","4.1",".",".","."
"","Dept. Total","2176","3.119","23.3","22.2","29.1","7.7","12.2","1.5","1.2","1.7","0.0",".","",".","0.3","0.3","0.1","0.2","0.1"
