"FOREST AND WILDLIFE ECOLO","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"396
F&W ECOL","","","","","","","","","","","","","","","","","","",""
"Research and Thesis","Course Total","52","",".",".",".",".",".",".",".","36.5",".",".",".","63.5",".",".",".","."
"F&W ECOL
396","Dept. Total","779","3.386","44.2","15.5","17.1","5.6","5.5","1.3","0.6","4.1",".",".",".","4.4","1.3","0.3","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"396
F&W ECOL","","","","","","","","","","","","","","","","","","",""
"Freshmen","","15","3.774","53.3","46.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","67","3.272","43.3","23.9","16.4","7.5","6.0","3.0",".",".",".",".",".",".",".",".",".","."
"Junior","","165","3.228","40.0","17.6","18.8","12.1","7.9","1.2","1.2",".",".",".",".",".","1.2",".",".","."
"Senior","","359","3.386","44.8","17.3","22.3","5.0","7.2","1.7","0.8",".",".",".",".","0.3","0.6",".",".","."
"Undergraduates","","606","3.342","43.6","18.8","20.1","7.1","7.1","1.7","0.8",".",".",".",".","0.2","0.7",".",".","."
"Special","","9","3.600","33.3","11.1",".","11.1",".",".",".","11.1",".",".",".",".","11.1","22.2",".","."
"Graduate","","162","3.737","46.3","3.7","6.8",".",".",".",".","19.1",".",".",".","20.4","3.1",".","0.6","."
"Prof Yr 4","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","779","3.386","44.2","15.5","17.1","5.6","5.5","1.3","0.6","4.1",".",".",".","4.4","1.3","0.3","0.1","."
