"","990
014","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
020","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
040","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research and Thesis","Course Total","8","",".",".",".",".",".",".",".","87.5",".",".",".","12.5","",".",".",".","."
"E M A
346","Dept. Total","910","2.817","21.6","11.5","27.6","11.9","15.5","5.6","3.5","2.1",".","0.3",".","0.2","",".",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"346
E M A","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","2.500",".",".","50.0",".","50.0",".",".",".",".",".",".",".","",".",".",".","."
"Sophomore","","279","2.509","13.3","7.9","29.0","12.2","21.1","10.4","6.1",".",".",".",".",".","",".",".",".","."
"Junior","","303","2.816","15.8","12.9","33.3","16.8","14.9","4.3","2.0",".",".",".",".",".","",".",".",".","."
"Senior","","207","2.948","30.4","13.0","25.1","7.7","15.9","4.3","3.4",".",".",".",".",".","",".",".",".","."
"Undergraduates","","791","2.733","18.7","11.1","29.7","12.8","17.4","6.4","3.8",".",".",".",".",".","",".",".",".","."
"Special","","11","2.500","18.2","18.2","9.1","9.1","9.1",".","18.2","18.2",".",".",".",".","",".",".",".","."
"Graduate","","108","3.582","43.5","13.9","13.9","5.6","1.9",".",".","15.7",".","2.8",".","1.9","",".",".","0.9","."
"","Dept. Total","910","2.817","21.6","11.5","27.6","11.9","15.5","5.6","3.5","2.1",".","0.3",".","0.2","",".",".","0.1","."
