"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","","","","",""
"PHARMACEUTICAL SCIENCES","Section","#","Ave","A","AB","","B","","BC","C","","D","","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"718
PHM SCI","","","","","","","","","","","","","","","","","","","","","","","",""
"990","084","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","085","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","086","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","089","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","177","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","34","",".","",".","",".",".","",".","",".","",".","85.3",".",".",".","14.7",".",".",".","."
"999","016","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","017","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","021","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","049","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","061","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","077","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","082","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","085","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","12","4.000","91.7","",".","",".",".","",".","",".","",".",".",".",".",".",".",".",".","8.3","."
