"MUSIC","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","",""
"The Musical Experience","101
001","92","3.755","76.1","13.0","7.6","1.1",".",".","2.2",".",".",".",".",".",".",".",".","."
"Intro-Mus Cult of the World","103
001","41","3.770","63.4","17.1","7.3",".","2.4",".",".","4.9",".",".",".",".",".","2.4","2.4","."
"Opera","105
001","76","3.757","71.1","9.2","10.5",".","3.9",".",".","5.3",".",".",".",".",".",".",".","."
"","113
001","584","3.991","98.6","1.0","0.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","113
002","97","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Music in Performance","Course Total","681","3.991","84.6","0.9","0.3",".",".",".",".","14.2",".",".",".",".",".",".",".","."
"","121
001","18","3.222","16.7","22.2","50.0","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","121
002","25","3.100","24.0","16.0","40.0","12.0","4.0",".","4.0",".",".",".",".",".",".",".",".","."
"Musica Practica 1","Course Total","43","3.151","20.9","18.6","44.2","11.6","2.3",".","2.3",".",".",".",".",".",".",".",".","."
"","151
001","36","3.014","36.1","33.3","5.6","2.8","5.6","5.6","11.1",".",".",".",".",".",".",".",".","."
"","151
002","57","3.298","22.8","36.8","31.6","1.8","5.3",".","1.8",".",".",".",".",".",".",".",".","."
"","151
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","004
151","23","3.870","78.3","17.4","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Basic Concepts-Music Theory","Course Total","118","3.322","37.3","32.2","18.6","1.7","4.2","1.7","4.2",".",".",".",".",".",".",".",".","."
"","101
171","9","3.556","33.3","44.4","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
171","9","3.389","33.3","22.2","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","103
171","9","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","171
104","9","3.278","11.1","33.3","55.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","105
171","7","2.857","14.3","28.6","42.9",".",".",".","14.3",".",".",".",".",".",".",".",".","."
"Musica Pract:Aural Skills 1","Course Total","43","3.337","25.6","32.6","37.2","2.3",".",".","2.3",".",".",".",".",".",".",".",".","."
"The Big Bands","001
205","300","3.463","39.3","20.0","17.3","9.3","3.3",".",".","5.0",".",".",".",".","0.3",".","5.3","."
"Survey-Hist Western Music","211
001","34","3.059","26.5","17.6","20.6","11.8","23.5",".",".",".",".",".",".",".",".",".",".","."
"","221
001","20","3.375","15.0","50.0","30.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","221
002","19","3.632","31.6","63.2","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Musica Practica 3","Course Total","39","3.500","23.1","56.4","17.9","2.6",".",".",".",".",".",".",".",".",".",".",".","."
"","253
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","253
002","9","3.667","44.4","44.4","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Conducting","Course Total","13","3.654","38.5","53.8","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"University Opera","256
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Opera Workshop","257
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","262
001","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","262
002","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","262
003","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","262
004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Jazz Ensemble","Course Total","31","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","264
001","36","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","264
002","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ensemble: Wisconsin Singers","Course Total","50","3.980","96.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","265
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","265
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","265
003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Ensemble-Woodwind","Course Total","11","4.000","90.9",".",".",".",".",".",".",".",".",".",".",".",".",".","9.1","."
"Black Music Ensemble","001
266","13","4.000","92.3",".",".",".",".",".",".","7.7",".",".",".",".",".",".",".","."
