"","990
046","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
048","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
051","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis","Course Total","50","",".",".",".",".",".",".",".","58.0","4.0",".",".","38.0",".",".",".","."
"SPANISH
912","Dept. Total","3443","3.427","41.9","23.3","23.0","4.2","4.1","0.8","0.6","1.4","0.1",".",".","0.6","0.1","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1064","3.387","32.1","28.5","31.0","4.7","2.8","0.5","0.3",".",".",".",".",".",".","0.1",".","."
"Sophomore","","776","3.376","37.9","25.8","24.9","4.4","5.3","0.6","0.8","0.4",".",".",".",".",".",".",".","."
"Junior","","675","3.479","52.6","17.6","18.1","4.3","5.2","1.5","0.4","0.3",".",".",".",".",".",".",".","."
"Senior","","746","3.453","48.7","21.6","18.5","4.0","4.6","1.2","1.1","0.4",".",".",".",".",".",".",".","."
"Undergraduates","","3261","3.415","41.5","24.0","24.0","4.4","4.3","0.9","0.6","0.2",".",".",".",".",".","0.0",".","."
"Special","","27","3.601","51.9","14.8","18.5",".","3.7",".",".","7.4",".",".",".",".","3.7",".",".","."
"Graduate","","149","3.879","48.3","8.1","2.0","0.7",".",".",".","24.8","1.3",".",".","12.8","0.7","1.3",".","."
"Prof Yr 3","","3","3.450","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","3","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","6","3.553","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","3443","3.427","41.9","23.3","23.0","4.2","4.1","0.8","0.6","1.4","0.1",".",".","0.6","0.1","0.1",".","."
