"ALS","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES (C A L S)","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"494
INTER-AG","","","","","","","","","","","","","","","","","","","","","","","","",""
"","155
001","166","3.883","87.3","6.6","3.0","1.2","1.8",".","",".","",".","",".","",".",".","",".","",".",".",".","."
"","155
002","20","3.950","95.0",".","5.0",".",".",".","",".","",".","",".","",".",".","",".","",".",".",".","."
"","155
003","20","3.825","80.0","10.0","5.0","5.0",".",".","",".","",".","",".","",".",".","",".","",".",".",".","."
"Issues in Ag, Envir & Life Sci","Course Total","206","3.883","87.4","6.3","3.4","1.5","1.5","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"WISE Seminar","175
001","61","3.992","98.4","1.6",".",".",".",".","",".","",".","",".","",".",".","",".","",".",".",".","."
"Special Topics","375
004","16","",".",".",".",".",".",".","",".","",".","",".","",".",".","",".","","100.0",".",".","."
"CALS Honor Interdis Jr Seminar","388
001","10","4.000","100.0",".",".",".",".",".","",".","",".","",".","",".",".","",".","",".",".",".","."
"Honors Research Colloquium","488
001","8","",".",".",".",".",".",".","",".","",".","",".","","100.0",".","",".","",".",".",".","."
"INTER-AG
494","Dept. Total","301","3.912","83.1","4.7","2.3","1.0","1.0","",".","",".","",".","",".","2.7","",".","",".","5.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"494
INTER-AG","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","209","3.883","87.1","6.7","3.3","1.4","1.4","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","55","4.000","98.2",".",".",".",".","",".","",".","",".","",".",".","",".","",".","1.8",".",".","."
"Junior","","12","4.000","66.7",".",".",".",".","",".","",".","",".","",".",".","",".","",".","33.3",".",".","."
"Senior","","25","4.000","24.0",".",".",".",".","",".","",".","",".","",".","32.0","",".","",".","44.0",".",".","."
"Undergraduates","","301","3.912","83.1","4.7","2.3","1.0","1.0","",".","",".","",".","",".","2.7","",".","",".","5.3",".",".","."
"","Dept. Total","301","3.912","83.1","4.7","2.3","1.0","1.0","",".","",".","",".","",".","2.7","",".","",".","5.3",".",".","."
