"","990
104","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
105","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
106","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","47","",".",".",".",".",".",".","",".","78.7",".",".",".","21.3","",".",".",".","."
"PATH
704","Dept. Total","208","3.548","26.0","10.1","6.7","3.4","1.4","0.5","",".","18.8",".","25.5","1.9","4.8","",".",".","1.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"704
PATH","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","3.250","50.0",".",".","50.0",".",".","",".",".",".",".",".",".","",".",".",".","."
"Sophomore","","10","3.500","50.0","10.0","30.0","10.0",".",".","",".",".",".",".",".",".","",".",".",".","."
"Junior","","22","3.202","22.7","36.4","9.1","13.6","13.6",".","",".",".",".",".",".",".","",".",".","4.5","."
"Senior","","30","3.541","53.3","16.7","20.0","3.3",".","3.3","",".",".",".",".",".",".","",".",".","3.3","."
"Undergraduates","","64","3.410","42.2","21.9","17.2","9.4","4.7","1.6","",".",".",".",".",".",".","",".",".","3.1","."
"Special","","2","3.500","50.0",".","50.0",".",".",".","",".",".",".",".",".",".","",".",".",".","."
"Graduate","","155","3.740","37.4","3.9","1.3","0.6",".",".","",".","23.2",".","25.2","2.6","5.8","",".",".",".","."
"Prof Yr 1","","1","",".",".",".",".",".",".","",".",".",".","100.0",".",".","",".",".",".","."
"Prof Yr 2","","8","",".",".",".",".",".",".","",".",".",".","100.0",".",".","",".",".",".","."
"Prof Yr 3","","20","4.000","50.0",".",".",".",".",".","",".","20.0",".","25.0",".","5.0","",".",".",".","."
"Prof Yr 4","","6","3.929","83.3","16.7",".",".",".",".","",".",".",".",".",".",".","",".",".",".","."
"Professionals","","35","3.963","42.9","2.9",".",".",".",".","",".","11.4",".","40.0",".","2.9","",".",".",".","."
"","Dept. Total","256","3.548","39.5","8.2","5.5","2.7","1.2","0.4","",".","15.6",".","20.7","1.6","3.9","",".",".","0.8","."
