"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","11035","3.756","66.2","13.2","6.0","2.2","1.4","0.4","0.4","3.5","0.0","4.5","0.0","0.9","0.9","0.1","0.3","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","1218","3.590","66.3","14.1","8.1","5.5","4.0","0.9","0.5",".",".","0.1",".",".","0.3","0.1",".","."
"Sophomore","","1164","3.646","67.2","16.0","8.4","3.8","2.1","0.4","0.9","0.3",".","0.3",".",".","0.4","0.1",".","."
"Junior","","1789","3.702","65.5","18.1","7.4","2.6","1.7","0.4","0.4","0.2","0.1","3.0",".",".","0.6","0.1",".","."
"Senior","","3696","3.767","67.2","12.9","6.4","1.8","1.1","0.6","0.3","0.9","0.0","8.3",".",".","0.4",".","0.0","0.0"
"Undergraduates","","7867","3.714","66.7","14.7","7.2","2.8","1.8","0.6","0.4","0.5","0.0","4.6",".",".","0.4","0.0","0.0","0.0"
"Special","","337","3.734","48.7","6.2","5.9","0.9","1.2",".","1.5","21.1",".","4.7",".",".","3.6","0.6","5.3","."
"Graduate","","2827","3.884","66.7","9.7","2.5","0.5","0.1","0.1","0.1","9.7","0.1","4.5","0.0","3.4","1.9","0.1","0.5","."
"Prof Yr 2","","5","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","2","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","College Total","11045","3.756","66.2","13.2","6.0","2.2","1.4","0.4","0.4","3.5","0.0","4.6","0.0","0.9","0.9","0.1","0.3","0.0"
