"","990
035","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
036","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
039","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","28","",".",".",".",".",".",".",".","71.4",".",".",".","28.6",".",".",".","."
"AN SCI
604","Dept. Total","539","3.344","43.6","16.5","19.5","4.8","6.5","2.2","0.2","3.9",".",".",".","1.5","0.9",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"604
AN SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","74","3.228","35.1","16.2","28.4","6.8","8.1","5.4",".",".",".",".",".",".",".",".",".","."
"Sophomore","","79","3.080","26.6","17.7","27.8","10.1","13.9","3.8",".",".",".",".",".",".",".",".",".","."
"Junior","","109","3.234","32.1","16.5","29.4","9.2","8.3","2.8",".",".",".",".",".",".","0.9",".","0.9","."
"Senior","","199","3.567","57.3","20.6","13.1","1.0","4.5","1.0",".",".",".",".",".",".","2.0",".","0.5","."
"Undergraduates","","461","3.326","42.5","18.4","21.9","5.4","7.6","2.6",".",".",".",".",".",".","1.1",".","0.4","."
"Special","","8","2.450",".","12.5","50.0","12.5",".",".","12.5","12.5",".",".",".",".",".",".",".","."
"Graduate","","73","3.943","56.2","4.1",".",".",".",".",".","27.4",".",".",".","11.0",".",".","1.4","."
"","Dept. Total","542","3.344","43.7","16.4","19.4","4.8","6.5","2.2","0.2","3.9",".",".",".","1.5","0.9",".","0.6","."
