"Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"998","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"998","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"998","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"998","048","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"998","049","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"998","050","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"998","059","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"998","060","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"998","062","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"998","083","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","Course Total","","43","",".",".",".",".",".",".",".","67.4",".",".",".","32.6",".",".",".","."
