"","990
028","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
033","6","",".",".",".",".",".",".",".",".",".",".",".",".",".",".","100.0","."
"","990
036","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Biomoleclr Chem & Rsrch","Course Total","38","",".",".",".",".",".",".",".","73.7",".",".",".","10.5",".",".","15.8","."
"BMOLCHEM
758","Dept. Total","174","3.207","32.8","4.6","24.7","6.9","4.0","1.7","1.1","17.2",".",".",".","2.3",".","0.6","3.4","0.6"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"758
BMOLCHEM","","","","","","","","","","","","","","","","","","",""
"Sophomore","","13","3.045","46.2",".","15.4","23.1",".",".","7.7",".",".",".",".",".",".",".","7.7","."
"Junior","","50","3.025","26.0","8.0","42.0","6.0","8.0","4.0","2.0",".",".",".",".",".",".","2.0",".","2.0"
"Senior","","46","3.272","39.1","6.5","37.0","8.7","6.5","2.2",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","109","3.137","33.9","6.4","36.7","9.2","6.4","2.8","1.8",".",".",".",".",".",".","0.9","0.9","0.9"
"Special","","12","3.500","58.3",".","25.0","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","51","3.900","23.5","2.0",".",".",".",".",".","58.8",".",".",".","7.8",".",".","7.8","."
"Prof Yr 3","","2","4.000","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","50.0","."
"Professionals","","2","4.000","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","50.0","."
"","Dept. Total","174","3.207","32.8","4.6","24.7","6.9","4.0","1.7","1.1","17.2",".",".",".","2.3",".","0.6","3.4","0.6"
