"","999
063","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","999
077","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","999
094","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","23","3.971","87.0","4.3",".",".",".",".",".","8.7","",".",".",".",".",".",".",".","."
"E C E
320","Dept. Total","2777","3.337","40.1","16.4","18.3","8.1","5.0","0.8","1.0","5.0","",".","0.4",".","3.9","0.9","0.0","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","7","3.857","71.4","28.6",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","158","3.395","60.1","10.8","8.9","5.1","10.1","1.3","1.3",".","",".",".",".",".","2.5",".",".","."
"Junior","","560","3.262","44.1","16.4","20.9","10.2","5.4","1.3","1.4","0.2","",".",".",".",".","0.2",".",".","."
"Senior","","1152","3.264","40.7","17.6","21.9","10.4","6.7","0.9","1.1","0.1","",".",".",".",".","0.5","0.1",".","."
"Undergraduates","","1877","3.275","43.5","16.7","20.4","9.9","6.6","1.0","1.2","0.1","",".",".",".",".","0.6","0.1",".","."
"Special","","77","3.139","36.4","22.1","16.9","10.4","6.5","1.3","5.2",".","",".",".",".",".","1.3",".",".","."
"Graduate","","964","3.546","28.0","12.9","11.7","3.2","1.0","0.2",".","14.2","",".","15.6","0.1","11.1","1.5",".","0.3","."
"","Dept. Total","2918","3.337","38.2","15.6","17.4","7.7","4.7","0.8","0.9","4.8","",".","5.1","0.0","3.7","0.9","0.0","0.1","."
