"","990
026","3","***","","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
030","4","***","","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
032","2","***","","","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","31","",".",".",".",".",".","",".","",".","54.8",".",".",".","45.2","",".",".",".","."
"DY SCI
292","Dept. Total","232","3.469","50.9","12.1","14.2","5.6","3.9","",".","",".","7.3",".",".",".","6.0","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"292
DY SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","15","3.235","26.7","20.0","53.3",".",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Sophomore","","31","3.393","64.5","16.1","9.7","3.2","6.5","",".","",".",".",".",".",".",".","",".",".",".","."
"Junior","","58","3.464","56.9","13.8","15.5","8.6","5.2","",".","",".",".",".",".",".",".","",".",".",".","."
"Senior","","64","3.445","54.7","12.5","18.8","9.4","4.7","",".","",".",".",".",".",".",".","",".",".",".","."
"Undergraduates","","168","3.417","54.8","14.3","19.0","7.1","4.8","",".","",".",".",".",".",".",".","",".",".",".","."
"Special","","3","2.778","33.3",".",".","33.3","33.3","",".","",".",".",".",".",".",".","",".",".",".","."
"Graduate","","61","3.860","41.0","6.6","1.6",".",".","",".","",".","27.9",".",".",".","23.0","",".",".",".","."
"","Dept. Total","232","3.469","50.9","12.1","14.2","5.6","3.9","",".","",".","7.3",".",".",".","6.0","",".",".",".","."
