"COUNSELING PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","",""
"","105
001","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","105
002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","105
003","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","105
004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","105
008","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Human Dev; Awareness Proc","Course Total","35","3.986","97.1","2.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","110
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","110
005","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","110
008","20","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
009","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Human Dev:Career Strategies","Course Total","52","3.913","84.6","13.5","1.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
001","20","3.600","90.0",".",".",".",".",".","10.0",".",".",".",".",".",".",".",".","."
"","115
002","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
003","19","3.895","89.5",".","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
004","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
005","101","3.866","85.1","7.9","3.0","3.0","1.0",".",".",".",".",".",".",".",".",".",".","."
"","006
115","103","3.481","60.2","14.6","11.7","5.8","1.0","4.9","1.9",".",".",".",".",".",".",".",".","."
"","115
008","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
010","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","011
115","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
018","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
019","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
020","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
021","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
022","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
023","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
025","6","3.667","66.7",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
026","9","2.944","55.6","11.1","11.1",".",".",".","22.2",".",".",".",".",".",".",".",".","."
"","115
027","10","3.800","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
028","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
029","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
030","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
031","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","115
034","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","115
035","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","037
115","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
038","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
039","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","042
115","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
051","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
052","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
053","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
054","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
