"","775
001","13","",".",".",".",".",".",".",".","76.9",".",".",".",".",".",".","23.1","."
"","775
002","6","",".",".",".",".",".",".",".","66.7",".",".",".",".",".",".","33.3","."
"","775
003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Externship","Course Total","23","",".",".",".",".",".",".",".","78.3",".",".",".",".",".",".","21.7","."
"COMP BIO
934","Dept. Total","389","3.287","37.0","18.5","22.6","8.0","6.2","1.5","0.3","4.6",".",".",".",".",".",".","1.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"934
COMP BIO","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","6","3.933","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","10","3.920","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","18","3.930","88.9","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 1","","348","3.268","36.8","20.4","25.0","8.9","6.9","1.7","0.3",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","23","",".",".",".",".",".",".",".","78.3",".",".",".",".",".",".","21.7","."
"Professionals","","371","3.268","34.5","19.1","23.5","8.4","6.5","1.6","0.3","4.9",".",".",".",".",".",".","1.3","."
"","Dept. Total","389","3.287","37.0","18.5","22.6","8.0","6.2","1.5","0.3","4.6",".",".",".",".",".",".","1.3","."
