"","999
015","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
031","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
054","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Work","Course Total","4","***","","","","","","","","","","","","","","","","","",""
"POLI SCI
778","Dept. Total","2831","3.188","27.0","25.0","24.2","10.2","7.0","1.9","0.9","1.6","",".","0.1","",".","1.0","0.6","0.1","0.3","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"778
POLI SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","343","2.945","16.9","21.3","31.5","11.7","12.0","4.4","1.7",".","",".",".","",".",".",".","0.6",".","."
"Sophomore","","503","3.136","23.1","23.5","29.8","11.9","8.0","2.6","0.4",".","",".",".","",".",".","0.2",".",".","0.6"
"Junior","","757","3.140","23.2","25.6","27.2","12.2","7.4","1.7","1.3",".","",".","0.1","",".",".","0.7","0.1","0.4","."
"Senior","","933","3.275","30.1","28.4","22.2","9.2","6.1","1.3","0.9","0.4","",".","0.1","",".","0.6","0.5","0.1",".","."
"Undergraduates","","2536","3.157","24.9","25.6","26.5","11.0","7.6","2.1","1.0","0.2","",".","0.1","",".","0.2","0.4","0.2","0.1","0.1"
"Special","","57","3.102","12.3","22.8","17.5","14.0","5.3","1.8",".","17.5","",".",".","",".",".",".",".","8.8","."
"Graduate","","238","3.808","52.9","18.5","1.7","1.3",".",".",".","13.4","",".",".","",".","9.2","2.5",".","0.4","."
"","Dept. Total","2831","3.188","27.0","25.0","24.2","10.2","7.0","1.9","0.9","1.6","",".","0.1","",".","1.0","0.6","0.1","0.3","0.1"
