"","990
079","2","***","","","","","","","","","","","",".",".",".",".",".",".","."
"","990
081","1","***","","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","7","",".",".",".",".","",".","",".",".","85.7",".",".",".","14.3",".",".",".","."
"Advanced Independent Study","999
065","1","***","","","","","","","","","","","",".",".",".",".",".",".","."
"S&A PHM
732","Dept. Total","306","3.711","64.4","20.3","10.1","1.3","",".","",".","0.3","2.0",".",".",".","0.3","1.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"732
S&A PHM","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","3.500",".","100.0",".",".","",".","",".",".",".",".",".",".",".",".",".",".","."
"Junior","","3","4.000","100.0",".",".",".","",".","",".",".",".",".",".",".",".",".",".",".","."
"Senior","","1","3.500",".","100.0",".",".","",".","",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","5","3.800","60.0","40.0",".",".","",".","",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","31","4.000","64.5",".",".",".","",".","",".",".","19.4",".",".",".","3.2","12.9",".",".","."
"Prof Yr 1","","138","3.514","35.5","39.1","21.7","2.9","",".","",".","0.7",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","2","3.500","50.0",".","50.0",".","",".","",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","128","3.975","95.3","4.7",".",".","",".","",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","2","4.000","100.0",".",".",".","",".","",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","270","3.693","64.4","22.2","11.5","1.5","",".","",".","0.4",".",".",".",".",".",".",".",".","."
"","Dept. Total","306","3.711","64.4","20.3","10.1","1.3","",".","",".","0.3","2.0",".",".",".","0.3","1.3",".",".","."
