"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"JEWISH STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","",""
"Introduction to Judaism","211
001","24","3.652","29.2","66.7",".",".",".",".",".","4.2",".",".",".",".",".",".",".","."
"The American Jewish Experience","219
001","51","3.245","7.8","45.1","39.2","3.9","3.9",".",".",".",".",".",".",".",".",".",".","."
"Intro to Modern Jewish Hist","220
001","9","3.056","11.1","22.2","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Biblical Lit","227
001","7","3.500","14.3","42.9","14.3",".",".",".",".",".",".",".",".",".",".","28.6",".","."
"Elem Topics in Jewish Lit","230
200","18","3.294","38.9",".","38.9","11.1","5.6",".",".","5.6",".",".",".",".",".",".",".","."
"Intro-Biblical Archaeology","241
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Hebrew Literature","301
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Zionism:Thought, Cultr, Lit","356
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Israeli Fiction-Translation","367
001","9","3.429","33.3","22.2","11.1",".","11.1",".",".","22.2",".",".",".",".",".",".",".","."
"Topics in Modern Hebrew Lit","401
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Intmed Topcs in Jewish History","431
001","18","3.550","27.8","11.1","11.1","5.6",".",".",".","44.4",".",".",".",".",".",".",".","."
"Biblical Archaeology","451
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","515
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","515
002","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Holocaust: Hist, Memory & Educ","Course Total","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study","699
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"JEWISH
510","Dept. Total","159","3.417","28.3","30.8","22.6","5.0","2.5",".",".","9.4",".",".",".",".",".","1.3",".","."
