"Research and Thesis","Course Total","24","",".",".",".",".",".",".",".","37.5",".",".",".","62.5",".",".",".","."
"","999
059","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
093","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Spec Work-Ag & Appl Economics","Course Total","2","***","","","","","","","","","","","","","","","",""
"A A E
108","Dept. Total","463","3.339","38.4","19.2","17.9","5.8","6.3","2.2","0.9","1.9",".",".",".","3.2","2.6","0.4","0.9","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","",""
"Freshmen","","44","3.587","47.7","22.7","25.0","2.3",".",".",".",".",".",".",".",".",".",".",".","2.3"
"Sophomore","","58","3.439","43.1","22.4","22.4","6.9","5.2",".",".",".",".",".",".",".",".",".",".","."
"Junior","","93","3.164","33.3","18.3","22.6","9.7","12.9","3.2",".",".",".",".",".",".",".",".",".","."
"Senior","","151","3.254","39.7","21.9","18.5","6.6","7.3","4.6","1.3",".",".",".",".",".",".",".",".","."
"Undergraduates","","346","3.301","39.6","21.1","21.1","6.9","7.5","2.9","0.6",".",".",".",".",".",".",".",".","0.3"
"Special","","27","3.147","37.0","22.2","11.1","3.7","11.1",".","7.4",".",".",".",".",".","3.7","3.7",".","."
"Graduate","","90","3.699","34.4","11.1","7.8","2.2",".",".",".","10.0",".",".",".","16.7","12.2","1.1","4.4","."
"","Dept. Total","463","3.339","38.4","19.2","17.9","5.8","6.3","2.2","0.9","1.9",".",".",".","3.2","2.6","0.4","0.9","0.2"
