"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"Math for Tchng:","Course Total","35","2.886","20.0","17.1","22.9","11.4","22.9","5.7",".",".",".",".",".",".",".",".",".","."
"","132
002","13","3.231","38.5","15.4","23.1","15.4",".","7.7",".",".",".",".",".",".",".",".",".","."
"","003
132","11","3.182","27.3","27.3","18.2","9.1","18.2",".",".",".",".",".",".",".",".",".",".","."
"Prob Solvng: Alg, Prob & Stats","Course Total","24","3.208","33.3","20.8","20.8","12.5","8.3","4.2",".",".",".",".",".",".",".",".",".","."
"Pre-calc&Calc-Mid Schl Teachrs","136
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Quant Reasoning&Prob Solvng","141
002","109","2.812","15.6","11.9","31.2","11.0","25.7","4.6",".",".",".",".",".",".",".",".",".","."
"","171
001","253","2.913","20.9","19.8","23.7","16.6","8.3","7.9","2.4",".",".",".",".",".","0.4",".",".","."
"","171
002","230","2.721","17.4","13.9","28.3","10.4","16.5","8.7","4.3",".",".",".",".",".",".","0.4",".","."
"Calc with Algebra & Trig I","Course Total","483","2.821","19.3","17.0","25.9","13.7","12.2","8.3","3.3",".",".",".",".",".","0.2","0.2",".","."
"","211
001","229","2.710","22.7","13.1","13.1","18.8","18.3","7.9","4.8",".",".",".",".",".","1.3",".",".","."
"","211
002","227","2.730","15.0","15.9","20.3","20.7","16.3","8.8","1.8",".",".",".",".",".","1.3",".",".","."
"Calculus","Course Total","456","2.720","18.9","14.5","16.7","19.7","17.3","8.3","3.3",".",".",".",".",".","1.3",".",".","."
"Calc/Intro-Differntl Equats","213
001","223","3.280","34.1","28.3","16.1","10.8","6.7","4.0",".",".",".",".",".",".",".",".",".","."
"","221
001","218","3.161","45.0","6.9","24.8","3.2","13.8","2.3","4.1",".",".",".",".",".",".",".",".","."
"","002
221","237","2.681","22.8","4.6","26.2","7.2","27.4","7.2","3.8",".",".",".",".",".","0.4",".",".","0.4"
"","221
003","234","2.863","35.0","4.3","24.4","4.3","20.1","6.0","5.6",".",".",".",".",".",".","0.4",".","."
"","004
221","236","2.915","36.9","3.8","25.4","7.2","15.3","5.9","5.5",".",".",".",".",".",".",".",".","."
"","005
221","233","2.742","20.2","11.6","26.6","11.2","18.0","6.9","4.7","0.4",".",".",".",".",".","0.4",".","."
"","006
221","245","2.719","17.1","9.8","33.9","6.9","20.8","7.3","3.7",".",".",".",".",".","0.4",".",".","."
"","221
010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Calculus&Analytic Geometry 1","Course Total","1404","2.840","29.2","6.8","26.9","6.7","19.3","6.0","4.6","0.1",".",".",".",".","0.1","0.1",".","0.1"
"","222
001","248","2.681","17.7","16.5","19.0","17.3","15.7","7.7","6.0",".",".",".",".",".",".",".",".","."
"","002
222","228","2.796","25.9","9.2","27.2","7.0","18.4","7.9","4.4",".",".",".",".",".",".",".",".","."
"","222
003","218","2.695","16.1","18.3","20.6","16.1","15.6","7.8","5.5",".",".",".",".",".",".",".",".","."
"","222
004","234","2.685","19.7","9.4","22.2","14.1","23.1","7.7","3.4",".",".",".",".",".","0.4",".",".","."
"","222
010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Calculus&Analytic Geometry 2","Course Total","929","2.715","19.9","13.3","22.2","13.7","18.2","7.8","4.8",".",".",".",".",".","0.1",".",".","."
"","228
005","17","3.118","41.2","5.9","23.5","5.9","17.6","5.9",".",".",".",".",".",".",".",".",".","."
"","228
013","16","3.156","18.8","18.8","37.5","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"","014
228","18","3.167","33.3","11.1","38.9","11.1",".",".","5.6",".",".",".",".",".",".",".",".","."
"","015
228","16","3.438","62.5","12.5","6.3",".","12.5","6.3",".",".",".",".",".",".",".",".",".","."
"","016
228","12","2.542","33.3","16.7","8.3","8.3","8.3",".","25.0",".",".",".",".",".",".",".",".","."
"","228
049","17","3.824","70.6","23.5","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","228
050","16","3.500","68.8","12.5","6.3",".",".","12.5",".",".",".",".",".",".",".",".",".","."
"","097
228","13","3.462","46.2","15.4","30.8",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"WES Calculus Supplement","Course Total","125","3.296","47.2","14.4","20.0","6.4","5.6","3.2","3.2",".",".",".",".",".",".",".",".","."
"","001
234","198","3.063","37.9","6.6","25.8","10.1","11.1","5.6","2.5",".",".",".",".",".","0.5",".",".","."
"","234
002","248","2.888","18.5","19.8","25.8","12.9","13.3","5.6","2.8",".",".",".",".",".","1.2",".",".","."
"","003
234","257","3.179","26.1","24.9","27.2","11.7","6.6","2.3","1.2",".",".",".",".",".",".",".",".","."
"","234
004","187","3.123","21.4","20.9","35.3","11.2","9.6","0.5","1.1",".",".",".",".",".",".",".",".","."
"","234
005","224","2.827","25.4","9.4","25.4","12.5","16.1","5.8","4.5","0.4",".",".",".",".",".",".",".","0.4"
"Calc--Functns of Variables","Course Total","1114","3.014","25.6","16.7","27.6","11.8","11.3","4.0","2.4","0.1",".",".",".",".","0.4",".",".","0.1"
"","240
002","62","2.823","14.5","14.5","29.0","21.0","14.5","4.8","1.6",".",".",".",".",".",".",".",".","."
"","240
003","22","2.886","4.5","31.8","31.8","18.2","9.1",".","4.5",".",".",".",".",".",".",".",".","."
