"","990
027","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
039","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
079","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"PhD Thesis-Risk&Insurance","Course Total","6","",".",".",".",".",".",".",".","50.0",".",".",".","50.0","",".",".",".","."
"R M I
241","Dept. Total","466","3.231","35.6","17.8","26.2","6.9","9.2","1.3","1.3","1.1",".",".",".","0.6","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"241
R M I","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","17","2.469","5.9","11.8","29.4","11.8","35.3",".","5.9",".",".",".",".",".","",".",".",".","."
"Junior","","95","3.253","43.2","7.4","30.5","4.2","12.6","1.1","1.1",".",".",".",".",".","",".",".",".","."
"Senior","","225","3.168","32.4","14.7","29.8","10.2","8.9","2.2","0.9","0.9",".",".",".",".","",".",".",".","."
"Undergraduates","","337","3.157","34.1","12.5","30.0","8.6","11.3","1.8","1.2","0.6",".",".",".",".","",".",".",".","."
"Special","","16","3.094","25.0","18.8","31.3",".","25.0",".",".",".",".",".",".",".","",".",".",".","."
"Graduate","","113","3.533","41.6","33.6","14.2","2.7","0.9",".","1.8","2.7",".",".",".","2.7","",".",".",".","."
"","Dept. Total","466","3.231","35.6","17.8","26.2","6.9","9.2","1.3","1.3","1.1",".",".",".","0.6","",".",".",".","."
