"PSYCHOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","","",""
"620","022","","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"620","023","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"620","038","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"620","040","","11","3.920","90.9",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"620","044","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"620","053","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"620","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"620","065","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"620","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"620","075","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Capstone Mentored Rsrch &","Course Total","","126","3.990","96.8","0.8","0.8",".",".",".",".",".",".",".",".",".","1.6",".",".","."
"621","003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"621","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"621","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"621","009","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"621","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"621","014","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"621","017","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"621","019","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"621","023","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"621","029","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"621","037","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"621","038","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"621","039","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"621","040","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"621","044","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"621","053","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"621","055","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"621","065","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"621","066","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"621","075","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Mentored Research and Seminar","Course Total","","98","3.994","99.0","1.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"653
Organization and Job Design","001","","6","3.417","50.0","16.7","16.7",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"681","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","10","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"682","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
