"","990
020","3","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
025","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
035","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","22","",".",".",".",".",".",".","",".","68.2",".",".",".","31.8",".",".",".","."
"N E
684","Dept. Total","340","3.382","24.4","23.5","23.2","4.7","1.2","1.2","",".","16.2",".",".",".","5.0","0.6",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"684
N E","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","4.000","100.0",".",".",".",".",".","",".",".",".",".",".",".",".",".",".","."
"Junior","","20","3.441","35.0","30.0","30.0","5.0",".",".","",".",".",".",".",".",".",".",".",".","."
"Senior","","139","3.363","30.9","29.5","28.8","5.8","2.2","2.2","",".",".",".",".",".",".","0.7",".",".","."
"Undergraduates","","160","3.374","31.9","29.4","28.8","5.6","1.9","1.9","",".",".",".",".",".",".","0.6",".",".","."
"Special","","2","2.750",".",".","50.0","50.0",".",".","",".",".",".",".",".",".",".",".",".","."
"Graduate","","182","3.407","18.7","18.1","18.1","3.3","0.5","0.5","",".","30.8",".",".",".","9.3","0.5",".",".","."
"","Dept. Total","344","3.382","24.7","23.3","23.3","4.7","1.2","1.2","",".","16.3",".",".",".","4.9","0.6",".",".","."
