"Social Studies Topics in EAS","Course Total","47","3.707","72.3","10.6","8.5",".","4.3","2.1",".","2.1","",".",".","",".",".","",".",".",".","."
"Senior Honors Thesis","681
001","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Senior Thesis","692
001","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Directed Study","699
001","3","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"E A STDS
298","Dept. Total","108","3.427","44.4","14.8","30.6","2.8","3.7","0.9","0.9","0.9","",".",".","",".","0.9","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","3.500","33.3","33.3","33.3",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","26","3.231","30.8","19.2","38.5","3.8","3.8",".","3.8",".","",".",".","",".",".","",".",".",".","."
"Junior","","27","3.111","18.5","18.5","48.1","3.7","7.4","3.7",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","48","3.700","66.7","10.4","16.7","2.1","2.1",".",".",".","",".",".","",".","2.1","",".",".",".","."
"Undergraduates","","104","3.420","44.2","15.4","30.8","2.9","3.8","1.0","1.0",".","",".",".","",".","1.0","",".",".",".","."
"Special","","2","3.000",".",".","50.0",".",".",".",".","50.0","",".",".","",".",".","",".",".",".","."
"Graduate","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","108","3.427","44.4","14.8","30.6","2.8","3.7","0.9","0.9","0.9","",".",".","",".","0.9","",".",".",".","."
