"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","11764","3.344","40.4","17.2","18.5","5.9","5.7","1.4","0.5","4.5","0.0","1.3",".","2.8","1.3","0.1","0.3","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","1236","3.432","48.9","22.2","17.4","5.3","4.4","1.1","0.2",".",".",".",".",".","0.3","0.1",".","0.1"
"Sophomore","","1325","3.340","40.8","22.9","19.1","8.0","5.1","1.3","0.6",".",".","1.8",".",".","0.2",".","0.2","."
"Junior","","2530","3.238","37.0","17.1","23.0","8.6","8.9","2.1","0.6","0.0",".","1.6",".",".","0.8","0.0","0.2","."
"Senior","","4431","3.312","39.8","18.5","21.3","6.3","6.9","1.9","0.7","0.1","0.0","1.7",".","0.5","2.2","0.0","0.1","."
"Undergraduates","","9522","3.311","40.4","19.2","20.9","7.0","6.9","1.8","0.6","0.1","0.0","1.4",".","0.2","1.3","0.0","0.2","0.0"
"Special","","207","3.277","37.2","17.4","18.8","4.3","4.8","1.0","2.9","6.3",".","0.5",".",".","1.9","1.9","2.9","."
"Graduate","","2013","3.719","40.5","7.8","6.6","0.8","0.5",".","0.0","25.5",".","0.9",".","15.3","1.2","0.1","0.6","."
"Prof Yr 1","","2","3.000",".",".","50.0",".",".",".",".",".",".",".",".","50.0",".",".",".","."
"Prof Yr 2","","4","3.500","50.0",".","25.0",".",".",".",".",".",".",".",".","25.0",".",".",".","."
"Prof Yr 3","","14","3.364","57.1",".","28.6",".",".","7.1",".",".",".",".",".","7.1",".",".",".","."
"Prof Yr 4","","5","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","25","3.491","60.0",".","24.0",".",".","4.0",".",".",".",".",".","12.0",".",".",".","."
"","College Total","11767","3.344","40.4","17.2","18.4","5.9","5.7","1.4","0.5","4.5","0.0","1.3",".","2.8","1.3","0.1","0.3","0.0"
