"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","#","Ave","A","AB","","B","","BC","C","","D","","F","","S","","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","","",""
"431","025","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"431","083","4","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"431","101","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Violin","Course Total","12","4.000","100.0","",".","",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"433","004","4","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"433","101","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Viola","Course Total","5","***","","","","","","","","","","","","","","","","","","","","","",""
"435","026","5","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"435","071","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Cello","Course Total","7","4.000","100.0","",".","",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"437
Advanced String Bass","066","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"439
Advanced Harp","077","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"440
Advanced Guitar","011","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"447
Fourth Year Composition","027","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"448
Fourth Year Composition","001","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"499","006","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"499","083","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Senior Recital","Course Total","2","***","","","","","","","","","","","","","","","","","","","","","",""
"501","029","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"501","047","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Piano","Course Total","3","***","","","","","","","","","","","","","","","","","","","","","",""
"503
Masters Level-Organ","042","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"505","045","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"505","061","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"505","062","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Voice","Course Total","4","***","","","","","","","","","","","","","","","","","","","","","",""
"507
Masters Level-Flute","010","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"511
Masters Level-Clarinet","005","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"515
Masters Level-Bassoon","032","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"517
Masters Level-Horn","020","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"525
Masters Level-Tuba","035","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"527
Masters Level-Percussion","033","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"531","025","4","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"531","083","4","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Violin","Course Total","8","4.000","100.0","",".","",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"532","022","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"532","038","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"532","040","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Conducting","Course Total","4","***","","","","","","","","","","","","","","","","","","","","","",""
"535","026","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"535","071","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Cello","Course Total","3","***","","","","","","","","","","","","","","","","","","","","","",""
"540
Masters Level-Guitar","011","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"January 28, 2014","","","","","","","","","","","","","","","","","","","","","","","","Page 270 of 403",""
