"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","102
001","18","3.333","27.8","22.2","44.4",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","102
002","14","3.286","35.7","35.7","14.3","7.1",".",".","7.1",".",".",".",".",".",".",".",".","."
"","003
102","18","3.194","22.2","27.8","44.4",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"","102
004","24","3.458","41.7","16.7","37.5",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","005
102","21","3.214","14.3","33.3","38.1","9.5","4.8",".",".",".",".",".",".",".",".",".",".","."
"","102
006","22","3.023","13.6","27.3","36.4","13.6","4.5",".","4.5",".",".",".",".",".",".",".",".","."
"","102
007","19","3.079","15.8","26.3","26.3","21.1","10.5",".",".",".",".",".",".",".",".",".",".","."
"","008
102","11","3.045","18.2","18.2","36.4","9.1","18.2",".",".",".",".",".",".",".",".",".",".","."
"","102
009","18","3.278","27.8","22.2","33.3","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"","010
102","21","3.400","42.9","28.6","9.5",".","9.5","4.8",".","4.8",".",".",".",".",".",".",".","."
"","102
011","18","3.389","27.8","27.8","38.9","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","102
012","23","3.457","34.8","21.7","43.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
013","16","3.281","25.0","25.0","37.5","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"","102
014","18","3.056","16.7","27.8","22.2","16.7","16.7",".",".",".",".",".",".",".",".",".",".","."
"","102
015","17","3.500","29.4","47.1","17.6","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","278","3.274","26.6","27.0","32.4","6.8","5.4","0.4","1.1","0.4",".",".",".",".",".",".",".","."
"","203
001","22","3.425","36.4","22.7","27.3",".",".","4.5",".","9.1",".",".",".",".",".",".",".","."
"","203
002","23","3.217","26.1","30.4","30.4","4.3","4.3",".","4.3",".",".",".",".",".",".",".",".","."
"","203
003","24","3.396","20.8","54.2","16.7",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","203
004","24","3.396","20.8","45.8","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","203
005","24","3.396","16.7","54.2","20.8","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","203
006","23","3.196","26.1","13.0","39.1","17.4","4.3",".",".",".",".",".",".",".",".",".",".","."
"","007
203","23","3.522","47.8","26.1","21.7",".",".","4.3",".",".",".",".",".",".",".",".",".","."
"","203
008","21","3.262","23.8","38.1","23.8","4.8","4.8","4.8",".",".",".",".",".",".",".",".",".","."
"","203
009","24","3.375","25.0","33.3","37.5",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","203
010","23","3.159","21.7","17.4","34.8","13.0","8.7",".",".","4.3",".",".",".",".",".",".",".","."
"","011
203","24","3.188","29.2","16.7","37.5","4.2","8.3","4.2",".",".",".",".",".",".",".",".",".","."
"","012
203","23","2.957","4.3","21.7","47.8","13.0","13.0",".",".",".",".",".",".",".",".",".",".","."
"","203
013","24","3.229","25.0","33.3","16.7","12.5","12.5",".",".",".",".",".",".",".",".",".",".","."
"","014
203","24","2.750","12.5","20.8","20.8","12.5","25.0","8.3",".",".",".",".",".",".",".",".",".","."
"","203
015","22","2.881","22.7","31.8","9.1","9.1","9.1","4.5","9.1","4.5",".",".",".",".",".",".",".","."
"","203
016","24","3.208","16.7","33.3","33.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","203
017","24","3.188","20.8","20.8","41.7","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","203
018","24","3.208","20.8","16.7","50.0","8.3","4.2",".",".",".",".",".",".",".",".",".",".","."
"","203
019","24","3.458","37.5","29.2","25.0","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","203
020","24","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
021","23","3.435","43.5","8.7","43.5",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","022
203","21","3.300","33.3","14.3","33.3","4.8","9.5",".",".","4.8",".",".",".",".",".",".",".","."
"","023
203","23","3.196","17.4","30.4","43.5",".","4.3","4.3",".",".",".",".",".",".",".",".",".","."
"","203
024","24","3.167","25.0","25.0","37.5",".","8.3",".","4.2",".",".",".",".",".",".",".",".","."
"","025
203","24","3.458","33.3","25.0","41.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
026","23","3.174","13.0","26.1","47.8","8.7","4.3",".",".",".",".",".",".",".",".",".",".","."
"","203
027","21","2.690","4.8","19.0","38.1","4.8","28.6",".","4.8",".",".",".",".",".",".",".",".","."
"","203
028","20","3.000","10.0","15.0","55.0","15.0",".","5.0",".",".",".",".",".",".",".",".",".","."
"Third Semester Spanish","Course Total","647","3.246","26.0","26.4","32.0","6.0","6.6","1.4","0.8","0.8",".",".",".",".",".",".",".","."
"","204
001","20","3.500","35.0","35.0","25.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"January 28, 2014","","","","","","","","","","","","","","","","","","Page 306 of 403",""
