"","699
007","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","699
008","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","699
009","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Directed Studies","Course Total","20","4.000","90.0",".",".",".",".",".",".","",".","",".",".","",".",".","5.0",".","5.0","."
"BIOLOGY
205","Dept. Total","1895","3.031","29.9","12.1","33.9","5.3","12.3","4.3","1.0","",".","",".",".","",".","0.3","0.7",".","0.1","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"205
BIOLOGY","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","335","3.125","42.4","14.0","21.2","6.9","9.0","4.2","1.5","",".","",".",".","",".",".","0.6",".",".","0.3"
"Sophomore","","840","2.955","20.7","12.4","41.0","5.2","14.6","4.6","0.7","",".","",".",".","",".",".","0.6",".",".","0.1"
"Junior","","540","3.088","29.6","12.2","36.3","5.0","11.9","3.1","0.7","",".","",".",".","",".",".","0.7",".",".","0.4"
"Senior","","164","3.061","47.0","7.9","18.9","3.7","9.8","5.5","2.4","",".","",".",".","",".","3.0","1.2",".","0.6","."
"Undergraduates","","1879","3.026","29.4","12.2","34.2","5.3","12.4","4.2","1.0","",".","",".",".","",".","0.3","0.7",".","0.1","0.2"
"Special","","9","3.415","77.8",".",".",".",".","22.2",".","",".","",".",".","",".",".",".",".",".","."
"Graduate","","7","4.000","100.0",".",".",".",".",".",".","",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","1895","3.031","29.9","12.1","33.9","5.3","12.3","4.3","1.0","",".","",".",".","",".","0.3","0.7",".","0.1","0.2"
