"AFRICAN LANGUAGES & LITERA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","",""
"999
023
Indep Reading & Research","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"AFRICAN
Dept. Total
104","436","3.446","45.0","20.0","13.5","9.2","4.1","2.3","0.7","3.4","0.2",".","",".","0.2","1.4",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","",""
"Freshmen","66","3.214","39.4","12.1","18.2","13.6","10.6","3.0","3.0",".",".",".","",".",".",".",".",".","."
"Sophomore","98","3.509","46.9","27.6","12.2","6.1","4.1","3.1",".",".",".",".","",".",".",".",".",".","."
"Junior","130","3.444","43.8","23.8","13.8","11.5","3.1","3.1",".","0.8",".",".","",".",".",".",".",".","."
"Senior","90","3.497","48.9","21.1","16.7","6.7","2.2","1.1","1.1","1.1",".",".","",".",".","1.1",".",".","."
"Undergraduates","384","3.431","45.1","22.1","14.8","9.4","4.4","2.6","0.8","0.5",".",".","",".",".","0.3",".",".","."
"Special","6","3.000","16.7",".",".",".","16.7",".",".","66.7",".",".","",".",".",".",".",".","."
"Graduate","45","3.703","46.7","4.4","4.4","8.9",".",".",".","20.0","2.2",".","",".","2.2","11.1",".",".","."
"Prof Yr 3","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Dept. Total","436","3.446","45.0","20.0","13.5","9.2","4.1","2.3","0.7","3.4","0.2",".","",".","0.2","1.4",".",".","."
