"POLITICAL SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"778
POLI SCI","","","","","","","","","","","","","","","","","","","",""
"871
Public Program Evaluation","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"878
Public Management","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"900
Topics in Political Science","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"904
Seminar-American Politics","001","","8","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"919","001","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"919","005","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Sem-Adv Methodology","Course Total","","11","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"931","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"931","002","","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"Seminar-Political Theory","Course Total","","12","4.000","91.7",".",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"948","001","","8","3.714","37.5","50.0",".",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"948","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr:Topics in Comp Politics","Course Total","","10","3.778","50.0","40.0",".",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"960","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"960","002","","9","3.833","44.4","22.2",".",".",".",".",".",".",".",".",".",".","33.3",".",".","."
"Smr-International Relations","Course Total","","12","3.833","50.0","25.0",".",".",".",".",".",".",".",".",".",".","25.0",".",".","."
"986
Political Theory Workshop","001","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"987
Comparative Politic Colloquium","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"988
International Relations Wkshop","001","","16","3.964","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"989
American Politics Workshop","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","025","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","039","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","046","","7","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"990","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","055","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","099","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","","47","",".",".",".",".",".",".",".","53.2",".",".",".","46.8",".",".",".","."
