"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","2312","3.531","48.1","25.3","15.8","5.1","2.7","0.7","0.3","1.2","",".",".",".","0.4","0.4",".","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","77","3.479","51.9","20.8","22.1","2.6","2.6",".",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","285","3.414","40.4","25.6","21.1","7.4","3.9","1.1",".","0.4","",".",".",".",".",".",".","0.4","."
"Junior","","710","3.489","43.0","28.9","18.2","6.3","2.7","0.3","0.3","0.1","",".",".",".",".","0.1",".",".","0.1"
"Senior","","1086","3.558","50.9","25.2","14.1","4.4","2.8","1.0","0.4","0.4","",".",".",".",".","0.7",".","0.1","."
"Undergraduates","","2158","3.514","46.9","26.3","16.6","5.4","2.9","0.7","0.3","0.3","",".",".",".",".","0.4",".","0.1","0.0"
"Special","","13","3.636","61.5","7.7","15.4","7.7",".",".",".","7.7","",".",".",".",".",".",".",".","."
"Graduate","","141","3.881","64.5","10.6","2.8",".",".",".",".","14.2","",".",".",".","6.4","0.7",".","0.7","."
"","College Total","2312","3.531","48.1","25.3","15.8","5.1","2.7","0.7","0.3","1.2","",".",".",".","0.4","0.4",".","0.1","0.0"
