"","999
009","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
010","2","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
018","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","6","4.000","83.3",".",".",".",".","",".",".",".","",".",".","",".","16.7",".",".",".","."
"RP & SE
194","Dept. Total","985","3.905","80.2","11.1","1.2","0.5","0.2","",".","0.4","2.3","",".",".","",".","2.6","1.0","0.1","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"194
RP & SE","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","91","3.912","87.9","8.8","1.1","2.2",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","86","3.779","80.2","9.3","4.7",".","1.2","",".","2.3","1.2","",".",".","",".",".","1.2",".",".","."
"Junior","","189","3.893","82.0","15.3","2.6",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","","323","3.917","84.8","13.0","0.3","0.9","0.3","",".","0.3",".","",".",".","",".",".","0.3",".",".","."
"Undergraduates","","689","3.896","83.9","12.6","1.6","0.7","0.3","",".","0.4","0.1","",".",".","",".",".","0.3",".",".","."
"Special","","3","1.000","33.3",".",".",".",".","",".","33.3",".","",".",".","",".",".",".","33.3",".","."
"Graduate","","294","3.949","71.8","7.5","0.3",".",".","",".",".","7.5","",".","0.3","",".","8.8","2.7",".","1.0","."
"","Dept. Total","986","3.905","80.1","11.1","1.2","0.5","0.2","",".","0.4","2.3","",".","0.1","",".","2.6","1.0","0.1","0.3","."
