"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","",""
"CONSUMER SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"271
CNSR SCI","","","","","","","","","","","","","","","","","","",""
"Retail Leadership Symposium","250
001","99","3.742","77.8","9.1","8.1",".","2.0","3.0",".",".",".",".",".",".",".",".",".","."
"","275
001","61","2.934","9.8","18.0","34.4","24.6","13.1",".",".",".",".",".",".",".",".",".",".","."
"","275
002","77","3.447","33.8","29.9","29.9","1.3","3.9",".",".","1.3",".",".",".",".",".",".",".","."
"Consumer Finance","Course Total","138","3.219","23.2","24.6","31.9","11.6","8.0",".",".","0.7",".",".",".",".",".",".",".","."
"Independent Study","299
024","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Retailing Theory & Practice","357
001","44","3.784","61.4","34.1","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Consumer and the Market","477
001","49","3.224","22.4","34.7","26.5","6.1","8.2",".","2.0",".",".",".",".",".",".",".",".","."
"","501
002","60","2.983","6.7","31.7","26.7","25.0","8.3","1.7",".",".",".",".",".",".",".",".",".","."
"","007
501","44","3.261","15.9","40.9","27.3","11.4","4.5",".",".",".",".",".",".",".",".",".",".","."
"","008
501","19","3.842","78.9","10.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","Course Total","123","3.181","21.1","31.7","24.4","16.3","5.7","0.8",".",".",".",".",".",".",".",".",".","."
"International Retailing","001
562","28","3.536","42.9","28.6","25.0",".","3.6",".",".",".",".",".",".",".",".",".",".","."
"Seminar in Consumer Science","565
001","24","3.958","95.8",".","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Consumer Science Internship","601
015","7","3.750","57.1","14.3","14.3",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"Retailing Internship","603
015","9","3.763","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Consumer Finance","627
001","23","3.174",".","52.2","34.8","8.7","4.3",".",".",".",".",".",".",".",".",".",".","."
"Consumer Behavior","657
001","48","3.583","45.8","37.5","10.4","4.2",".","2.1",".",".",".",".",".",".",".",".",".","."
"Household Risk Management","665
001","35","3.357","28.6","34.3","20.0","14.3","2.9",".",".",".",".",".",".",".",".",".",".","."
"","699
005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
025","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
076","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Grad Spec Topics-Consumer Sci","901
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
024","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
076","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","4","***","","","","","","","","","","","","","","","",""
"CNSR SCI
271","Dept. Total","643","3.387","40.3","26.4","19.8","7.5","4.2","0.8","0.2","0.5",".",".",".","0.3","0.2",".",".","."
