"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"MED","College Total","6693","3.502","46.1","18.1","14.2","2.7","3.1","0.9","0.5","6.4","",".","5.2","0.1","1.4","0.6","0.1","0.7","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","6","3.735","83.3",".",".","16.7",".",".",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","294","2.933","29.6","11.9","30.3","6.8","12.2","4.4","3.1",".","",".",".",".",".","0.3",".","1.4","."
"Junior","","884","3.286","43.9","17.3","21.9","5.3","6.6","2.5","1.1",".","",".",".",".",".","0.2","0.1","0.9","0.1"
"Senior","","1590","3.425","51.3","18.1","17.6","4.2","5.3","1.5","0.6","0.1","",".","0.2",".","0.1","0.4",".","0.6","0.1"
"Undergraduates","","2774","3.320","46.7","17.2","20.3","4.9","6.4","2.1","1.0","0.1","",".","0.1",".","0.1","0.3","0.0","0.8","0.1"
"Special","","162","3.420","48.8","15.4","15.4","3.7","4.9","0.6","1.2","7.4","",".",".",".",".","1.9",".","0.6","."
"Graduate","","1464","3.763","44.4","13.9","5.1","0.3","0.3","0.1","0.1","24.6","",".","3.3","0.3","5.9","0.7","0.2","0.9","."
"Prof Yr 1","","771","3.464","32.7","27.4","14.0","3.0","2.1",".","0.1","3.0","",".","17.6",".",".",".",".","0.1","."
"Prof Yr 2","","391","3.794","52.4","17.1","4.9",".",".",".",".","3.6","",".","20.2",".","0.3","1.0",".","0.3","."
"Prof Yr 3","","401","3.452","33.7","19.7","27.7","1.7","0.2",".",".","2.7","",".","11.5",".","0.7","0.7",".","1.0","0.2"
"Prof Yr 4","","778","3.826","66.6","19.0","6.3","0.5",".",".",".","1.2","",".","4.8",".","0.1","1.0",".","0.5","."
"Professionals","","2341","3.644","47.4","21.6","12.3","1.5","0.7",".","0.0","2.4","",".","12.7",".","0.2","0.6",".","0.4","0.0"
"","College Total","6741","3.502","46.5","17.9","14.1","2.7","3.1","0.9","0.5","6.4","",".","5.2","0.1","1.4","0.5","0.1","0.7","0.0"
