"PSYCHOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","","",""
"682","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","4","***","","","","","","","","","","","","","","","",""
"686
Honors Seminar in Psych","001","","10","4.000","90.0",".",".",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"691","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","067","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"691","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduate Thesis","Course Total","","11","",".",".",".",".",".",".",".",".",".",".",".","90.9",".",".","9.1","."
"694
Probs-Developmental Psych","055","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"695","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"695","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"695","043","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"695","049","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"695","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Probs-Clinical Psychology","Course Total","","9","3.906","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"697","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"697","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"697","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"697","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Problems in Human Behavior","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","049","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","21","3.981","95.2","4.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"701
Prosmr-Experimental Psych","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"703
Prosmr in Social Psychology","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"704
Proseminar-Clinical Psych","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"706
Prosmr-Developmental Psych","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
