"Research and Thesis","Course Total","4","***","","","","","","","","","","","","","","","","","","",""
"","999
010","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
015","2","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Study","Course Total","3","***","","","","","","","","","","","","","","","","","","",""
"INTER-HE
498","Dept. Total","243","3.659","60.5","18.9","8.6","4.1","2.9","0.4","",".","0.8","",".",".","",".","0.8","1.6",".","1.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"498
INTER-HE","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","24","3.382","45.8","12.5","16.7","12.5","8.3",".","",".",".","",".",".","",".",".",".",".","4.2","."
"Junior","","65","3.559","49.2","24.6","16.9","4.6","3.1",".","",".",".","",".",".","",".",".","1.5",".",".","."
"Senior","","128","3.721","64.8","21.1","4.7","3.1","2.3","0.8","",".",".","",".",".","",".",".","2.3",".","0.8","."
"Undergraduates","","217","3.636","58.1","21.2","9.7","4.6","3.2","0.5","",".",".","",".",".","",".",".","1.8",".","0.9","."
"Graduate","","26","4.000","80.8",".",".",".",".",".","",".","7.7","",".",".","",".","7.7",".",".","3.8","."
"","Dept. Total","243","3.659","60.5","18.9","8.6","4.1","2.9","0.4","",".","0.8","",".",".","",".","0.8","1.6",".","1.2","."
