"PhD Thesis-Management","Course Total","6","",".",".",".",".",".",".",".","83.3",".",".",".","16.7",".",".",".","."
"","999
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
063","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Read&Rsch-Mgmt&H Resrcs PhD","Course Total","2","***","","","","","","","","","","","","","","","",""
"M H R
236","Dept. Total","1664","3.357","40.7","21.6","22.4","4.0","6.6","1.3","1.4","0.7","0.1",".",".","1.0","0.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"236
M H R","","","","","","","","","","","","","","","","","","",""
"Freshmen","","53","3.538","37.7","37.7","20.8","1.9","1.9",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","107","2.780","21.5","14.0","31.8","3.7","16.8","4.7","7.5",".",".",".",".",".",".",".",".","."
"Junior","","403","3.080","26.6","13.9","36.2","6.9","11.9","1.7","2.2",".","0.2",".",".",".","0.2",".",".","."
"Senior","","527","3.351","37.4","23.7","25.0","4.6","7.0","1.3","0.8",".",".",".",".",".","0.2",".",".","."
"Undergraduates","","1090","3.204","31.8","19.8","29.6","5.2","9.5","1.7","1.9",".","0.1",".",".",".","0.2",".",".","."
"Special","","65","3.087","26.2","15.4","32.3","10.8","7.7","1.5","3.1","1.5",".",".",".",".","1.5",".",".","."
"Graduate","","504","3.789","61.7","26.4","5.4","0.4",".","0.2",".","2.2",".",".",".","3.4","0.4",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","3","3.286","33.3",".","66.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","5","3.458","40.0","20.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","1664","3.357","40.7","21.6","22.4","4.0","6.6","1.3","1.4","0.7","0.1",".",".","1.0","0.3",".",".","."
